"Step","L2W256-3M-LLC-rr - llc/mean","L2W256-3M-LLC-rr - llc/mean__MIN","L2W256-3M-LLC-rr - llc/mean__MAX"
"48200","181.03750610351562","181.03750610351562","181.03750610351562"
"48300","181.1450958251953","181.1450958251953","181.1450958251953"
"48400","181.0770263671875","181.0770263671875","181.0770263671875"
"48500","181.20724487304688","181.20724487304688","181.20724487304688"
"48600","181.4947967529297","181.4947967529297","181.4947967529297"
"48700","180.32266235351562","180.32266235351562","180.32266235351562"
"48800","181.10850524902344","181.10850524902344","181.10850524902344"
"48900","181.3315887451172","181.3315887451172","181.3315887451172"
"49000","181.5760040283203","181.5760040283203","181.5760040283203"
"49100","180.975341796875","180.975341796875","180.975341796875"
"49200","180.9318389892578","180.9318389892578","180.9318389892578"
"49300","180.4918670654297","180.4918670654297","180.4918670654297"
"49400","179.7357635498047","179.7357635498047","179.7357635498047"
"49500","180.9028778076172","180.9028778076172","180.9028778076172"
"49600","180.11244201660156","180.11244201660156","180.11244201660156"
"49700","180.46116638183594","180.46116638183594","180.46116638183594"
"49800","180.45660400390625","180.45660400390625","180.45660400390625"
"49900","181.25218200683594","181.25218200683594","181.25218200683594"
