"Step","L2W256-3M-LLC-rr - llc/mean","L2W256-3M-LLC-rr - llc/mean__MIN","L2W256-3M-LLC-rr - llc/mean__MAX"
"13000","176.7308807373047","176.7308807373047","176.7308807373047"
"13100","176.86822509765625","176.86822509765625","176.86822509765625"
"13200","177.12783813476562","177.12783813476562","177.12783813476562"
"13300","177.2019500732422","177.2019500732422","177.2019500732422"
"13400","177.36074829101562","177.36074829101562","177.36074829101562"
"13500","177.42494201660156","177.42494201660156","177.42494201660156"
"13600","177.5535430908203","177.5535430908203","177.5535430908203"
"13700","177.838134765625","177.838134765625","177.838134765625"
"13800","177.7895965576172","177.7895965576172","177.7895965576172"
"13900","177.88990783691406","177.88990783691406","177.88990783691406"
"14000","178.11521911621094","178.11521911621094","178.11521911621094"
"14100","178.0455322265625","178.0455322265625","178.0455322265625"
"14200","178.13784790039062","178.13784790039062","178.13784790039062"
"14300","178.302001953125","178.302001953125","178.302001953125"
"14400","178.463134765625","178.463134765625","178.463134765625"
"14500","178.65415954589844","178.65415954589844","178.65415954589844"
"14600","178.5896453857422","178.5896453857422","178.5896453857422"
"14700","178.55642700195312","178.55642700195312","178.55642700195312"
"14800","178.7968292236328","178.7968292236328","178.7968292236328"
"14900","178.7850799560547","178.7850799560547","178.7850799560547"
"15000","178.8041229248047","178.8041229248047","178.8041229248047"
"15100","178.94317626953125","178.94317626953125","178.94317626953125"
"15200","178.892333984375","178.892333984375","178.892333984375"
"15300","179.10317993164062","179.10317993164062","179.10317993164062"
"15400","178.96005249023438","178.96005249023438","178.96005249023438"
"15500","179.12396240234375","179.12396240234375","179.12396240234375"
"15600","179.08116149902344","179.08116149902344","179.08116149902344"
"15700","179.0327606201172","179.0327606201172","179.0327606201172"
"15800","179.16514587402344","179.16514587402344","179.16514587402344"
"15900","179.17759704589844","179.17759704589844","179.17759704589844"
"16000","179.32052612304688","179.32052612304688","179.32052612304688"
"16100","179.2825927734375","179.2825927734375","179.2825927734375"
"16200","179.3033447265625","179.3033447265625","179.3033447265625"
"16300","179.14553833007812","179.14553833007812","179.14553833007812"
"16400","179.18336486816406","179.18336486816406","179.18336486816406"
"16500","179.2551727294922","179.2551727294922","179.2551727294922"
"16600","179.39512634277344","179.39512634277344","179.39512634277344"
"16700","179.29563903808594","179.29563903808594","179.29563903808594"
"16800","179.3675537109375","179.3675537109375","179.3675537109375"
"16900","179.30514526367188","179.30514526367188","179.30514526367188"
"17000","179.56024169921875","179.56024169921875","179.56024169921875"
"17100","179.3615264892578","179.3615264892578","179.3615264892578"
"17200","179.4676971435547","179.4676971435547","179.4676971435547"
"17300","179.37478637695312","179.37478637695312","179.37478637695312"
"17400","179.3835906982422","179.3835906982422","179.3835906982422"
"17500","179.4856414794922","179.4856414794922","179.4856414794922"
"17600","179.2512969970703","179.2512969970703","179.2512969970703"
"17700","179.20652770996094","179.20652770996094","179.20652770996094"
"17800","179.15518188476562","179.15518188476562","179.15518188476562"
"17900","179.45489501953125","179.45489501953125","179.45489501953125"
"18000","179.5484161376953","179.5484161376953","179.5484161376953"
"18100","179.44021606445312","179.44021606445312","179.44021606445312"
"18200","179.06790161132812","179.06790161132812","179.06790161132812"
"18300","179.1798553466797","179.1798553466797","179.1798553466797"
"18400","179.20144653320312","179.20144653320312","179.20144653320312"
"18500","179.2139129638672","179.2139129638672","179.2139129638672"
"18600","179.35267639160156","179.35267639160156","179.35267639160156"
"18700","179.0405731201172","179.0405731201172","179.0405731201172"
"18800","179.2284393310547","179.2284393310547","179.2284393310547"
"18900","179.05686950683594","179.05686950683594","179.05686950683594"
"19000","178.8999481201172","178.8999481201172","178.8999481201172"
"19100","179.17918395996094","179.17918395996094","179.17918395996094"
"19200","179.29197692871094","179.29197692871094","179.29197692871094"
"19300","179.3070831298828","179.3070831298828","179.3070831298828"
"19400","179.1630859375","179.1630859375","179.1630859375"
"19500","179.19427490234375","179.19427490234375","179.19427490234375"
"19600","179.4065399169922","179.4065399169922","179.4065399169922"
"19700","179.4202880859375","179.4202880859375","179.4202880859375"
"19800","179.50291442871094","179.50291442871094","179.50291442871094"
"19900","179.2849578857422","179.2849578857422","179.2849578857422"
"20000","179.5666046142578","179.5666046142578","179.5666046142578"
"20100","179.19590759277344","179.19590759277344","179.19590759277344"
"20200","179.50013732910156","179.50013732910156","179.50013732910156"
"20300","179.71157836914062","179.71157836914062","179.71157836914062"
"20400","179.6869659423828","179.6869659423828","179.6869659423828"
"20500","179.69313049316406","179.69313049316406","179.69313049316406"
"20600","179.5848846435547","179.5848846435547","179.5848846435547"
"20700","179.5509033203125","179.5509033203125","179.5509033203125"
"20800","179.73294067382812","179.73294067382812","179.73294067382812"
"20900","179.66177368164062","179.66177368164062","179.66177368164062"
"21000","179.63523864746094","179.63523864746094","179.63523864746094"
"21100","179.39097595214844","179.39097595214844","179.39097595214844"
"21200","179.5955352783203","179.5955352783203","179.5955352783203"
"21300","179.9106903076172","179.9106903076172","179.9106903076172"
"21400","179.9164581298828","179.9164581298828","179.9164581298828"
"21500","179.8482208251953","179.8482208251953","179.8482208251953"
"21600","179.94586181640625","179.94586181640625","179.94586181640625"
"21700","179.78875732421875","179.78875732421875","179.78875732421875"
"21800","179.7447509765625","179.7447509765625","179.7447509765625"
"21900","179.8551788330078","179.8551788330078","179.8551788330078"
"22000","179.7572021484375","179.7572021484375","179.7572021484375"
"22100","179.8175506591797","179.8175506591797","179.8175506591797"
"22200","179.79429626464844","179.79429626464844","179.79429626464844"
"22300","180.00643920898438","180.00643920898438","180.00643920898438"
"22400","179.4580535888672","179.4580535888672","179.4580535888672"
"22500","180.0802459716797","180.0802459716797","180.0802459716797"
"22600","179.5604705810547","179.5604705810547","179.5604705810547"
"22700","179.81988525390625","179.81988525390625","179.81988525390625"
"22800","179.664306640625","179.664306640625","179.664306640625"
"22900","179.6147918701172","179.6147918701172","179.6147918701172"
"23000","179.60874938964844","179.60874938964844","179.60874938964844"
"23100","179.7496795654297","179.7496795654297","179.7496795654297"
"23200","179.59881591796875","179.59881591796875","179.59881591796875"
"23300","179.608154296875","179.608154296875","179.608154296875"
"23400","179.62486267089844","179.62486267089844","179.62486267089844"
"23500","179.6648406982422","179.6648406982422","179.6648406982422"
"23600","179.61898803710938","179.61898803710938","179.61898803710938"
"23700","179.73648071289062","179.73648071289062","179.73648071289062"
"23800","179.9082794189453","179.9082794189453","179.9082794189453"
"23900","179.92654418945312","179.92654418945312","179.92654418945312"
"24000","179.7350311279297","179.7350311279297","179.7350311279297"
"24100","179.94790649414062","179.94790649414062","179.94790649414062"
"24200","179.6298828125","179.6298828125","179.6298828125"
"24300","179.77496337890625","179.77496337890625","179.77496337890625"
"24400","179.77484130859375","179.77484130859375","179.77484130859375"
"24500","179.9027099609375","179.9027099609375","179.9027099609375"
"24600","179.91481018066406","179.91481018066406","179.91481018066406"
"24700","179.94371032714844","179.94371032714844","179.94371032714844"
"24800","179.8607635498047","179.8607635498047","179.8607635498047"
"24900","180.3120574951172","180.3120574951172","180.3120574951172"
"25000","179.9858856201172","179.9858856201172","179.9858856201172"
"25100","179.87632751464844","179.87632751464844","179.87632751464844"
"25200","180.0208282470703","180.0208282470703","180.0208282470703"
"25300","179.76856994628906","179.76856994628906","179.76856994628906"
"25400","179.7584991455078","179.7584991455078","179.7584991455078"
"25500","179.91757202148438","179.91757202148438","179.91757202148438"
"25600","180.1727752685547","180.1727752685547","180.1727752685547"
"25700","180.3038330078125","180.3038330078125","180.3038330078125"
"25800","180.16159057617188","180.16159057617188","180.16159057617188"
"25900","180.07464599609375","180.07464599609375","180.07464599609375"
"26000","179.9339141845703","179.9339141845703","179.9339141845703"
"26100","180.0579071044922","180.0579071044922","180.0579071044922"
"26200","180.04588317871094","180.04588317871094","180.04588317871094"
"26300","180.24685668945312","180.24685668945312","180.24685668945312"
"26400","180.4765625","180.4765625","180.4765625"
"26500","180.21055603027344","180.21055603027344","180.21055603027344"
"26600","180.3869171142578","180.3869171142578","180.3869171142578"
"26700","179.9813995361328","179.9813995361328","179.9813995361328"
"26800","180.580078125","180.580078125","180.580078125"
"26900","180.21617126464844","180.21617126464844","180.21617126464844"
"27000","180.3701934814453","180.3701934814453","180.3701934814453"
"27100","180.19651794433594","180.19651794433594","180.19651794433594"
"27200","180.27554321289062","180.27554321289062","180.27554321289062"
"27300","180.2841339111328","180.2841339111328","180.2841339111328"
"27400","180.64096069335938","180.64096069335938","180.64096069335938"
"27500","180.41482543945312","180.41482543945312","180.41482543945312"
"27600","180.695556640625","180.695556640625","180.695556640625"
"27700","180.3146209716797","180.3146209716797","180.3146209716797"
"27800","180.27720642089844","180.27720642089844","180.27720642089844"
"27900","180.6912078857422","180.6912078857422","180.6912078857422"
"28000","180.18853759765625","180.18853759765625","180.18853759765625"
"28100","180.24246215820312","180.24246215820312","180.24246215820312"
"28200","180.34881591796875","180.34881591796875","180.34881591796875"
"28300","180.3015899658203","180.3015899658203","180.3015899658203"
"28400","180.3242645263672","180.3242645263672","180.3242645263672"
"28500","180.27427673339844","180.27427673339844","180.27427673339844"
"28600","180.467041015625","180.467041015625","180.467041015625"
"28700","180.57835388183594","180.57835388183594","180.57835388183594"
"28800","180.4238739013672","180.4238739013672","180.4238739013672"
"28900","180.27195739746094","180.27195739746094","180.27195739746094"
"29000","180.5059356689453","180.5059356689453","180.5059356689453"
"29100","180.4905548095703","180.4905548095703","180.4905548095703"
"29200","180.38548278808594","180.38548278808594","180.38548278808594"
"29300","180.6210479736328","180.6210479736328","180.6210479736328"
"29400","180.81219482421875","180.81219482421875","180.81219482421875"
"29500","180.85145568847656","180.85145568847656","180.85145568847656"
"29600","180.6025848388672","180.6025848388672","180.6025848388672"
"29700","180.6914520263672","180.6914520263672","180.6914520263672"
"29800","180.5995635986328","180.5995635986328","180.5995635986328"
"29900","180.71409606933594","180.71409606933594","180.71409606933594"
"30000","180.41014099121094","180.41014099121094","180.41014099121094"
"30100","180.57383728027344","180.57383728027344","180.57383728027344"
"30200","180.59423828125","180.59423828125","180.59423828125"
"30300","180.85540771484375","180.85540771484375","180.85540771484375"
"30400","180.92312622070312","180.92312622070312","180.92312622070312"
"30500","180.98020935058594","180.98020935058594","180.98020935058594"
"30600","180.74913024902344","180.74913024902344","180.74913024902344"
"30700","180.64476013183594","180.64476013183594","180.64476013183594"
"30800","180.7227325439453","180.7227325439453","180.7227325439453"
"30900","180.6642608642578","180.6642608642578","180.6642608642578"
"31000","180.75979614257812","180.75979614257812","180.75979614257812"
"31100","180.7875518798828","180.7875518798828","180.7875518798828"
"31200","180.59922790527344","180.59922790527344","180.59922790527344"
"31300","180.5577392578125","180.5577392578125","180.5577392578125"
"31400","180.8650360107422","180.8650360107422","180.8650360107422"
"31500","180.87010192871094","180.87010192871094","180.87010192871094"
"31600","180.71664428710938","180.71664428710938","180.71664428710938"
"31700","180.82627868652344","180.82627868652344","180.82627868652344"
"31800","180.75668334960938","180.75668334960938","180.75668334960938"
"31900","180.80027770996094","180.80027770996094","180.80027770996094"
"32000","180.593017578125","180.593017578125","180.593017578125"
"32100","181.07321166992188","181.07321166992188","181.07321166992188"
"32200","180.62962341308594","180.62962341308594","180.62962341308594"
"32300","180.72312927246094","180.72312927246094","180.72312927246094"
"32400","180.6968231201172","180.6968231201172","180.6968231201172"
"32500","180.77732849121094","180.77732849121094","180.77732849121094"
"32600","180.78273010253906","180.78273010253906","180.78273010253906"
"32700","180.93963623046875","180.93963623046875","180.93963623046875"
"32800","180.74539184570312","180.74539184570312","180.74539184570312"
"32900","180.65237426757812","180.65237426757812","180.65237426757812"
"33000","180.7254180908203","180.7254180908203","180.7254180908203"
"33100","180.7187042236328","180.7187042236328","180.7187042236328"
"33200","180.61141967773438","180.61141967773438","180.61141967773438"
"33300","180.89959716796875","180.89959716796875","180.89959716796875"
"33400","180.86111450195312","180.86111450195312","180.86111450195312"
"33500","180.9183807373047","180.9183807373047","180.9183807373047"
"33600","180.7318572998047","180.7318572998047","180.7318572998047"
"33700","180.82164001464844","180.82164001464844","180.82164001464844"
"33800","181.0493927001953","181.0493927001953","181.0493927001953"
"33900","180.7128448486328","180.7128448486328","180.7128448486328"
"34000","180.94407653808594","180.94407653808594","180.94407653808594"
"34100","181.09654235839844","181.09654235839844","181.09654235839844"
"34200","180.82321166992188","180.82321166992188","180.82321166992188"
"34300","181.07421875","181.07421875","181.07421875"
"34400","180.88624572753906","180.88624572753906","180.88624572753906"
"34500","180.6657257080078","180.6657257080078","180.6657257080078"
"34600","180.92666625976562","180.92666625976562","180.92666625976562"
"34700","180.8307342529297","180.8307342529297","180.8307342529297"
"34800","180.8318328857422","180.8318328857422","180.8318328857422"
"34900","180.99563598632812","180.99563598632812","180.99563598632812"
"35000","180.7108917236328","180.7108917236328","180.7108917236328"
"35100","180.87014770507812","180.87014770507812","180.87014770507812"
"35200","181.0776824951172","181.0776824951172","181.0776824951172"
"35300","180.7787628173828","180.7787628173828","180.7787628173828"
"35400","181.06980895996094","181.06980895996094","181.06980895996094"
"35500","180.9260711669922","180.9260711669922","180.9260711669922"
"35600","180.7222137451172","180.7222137451172","180.7222137451172"
"35700","181.2046356201172","181.2046356201172","181.2046356201172"
"35800","181.3821563720703","181.3821563720703","181.3821563720703"
"35900","181.4457550048828","181.4457550048828","181.4457550048828"
"36000","181.3942108154297","181.3942108154297","181.3942108154297"
"36100","181.0294647216797","181.0294647216797","181.0294647216797"
"36200","181.1055145263672","181.1055145263672","181.1055145263672"
"36300","181.11949157714844","181.11949157714844","181.11949157714844"
"36400","180.802001953125","180.802001953125","180.802001953125"
"36500","181.10984802246094","181.10984802246094","181.10984802246094"
"36600","181.1146240234375","181.1146240234375","181.1146240234375"
"36700","181.2859344482422","181.2859344482422","181.2859344482422"
"36800","180.7210693359375","180.7210693359375","180.7210693359375"
"36900","181.27207946777344","181.27207946777344","181.27207946777344"
"37000","181.4783172607422","181.4783172607422","181.4783172607422"
"37100","181.21678161621094","181.21678161621094","181.21678161621094"
"37200","181.14285278320312","181.14285278320312","181.14285278320312"
"37300","180.92568969726562","180.92568969726562","180.92568969726562"
"37400","181.05467224121094","181.05467224121094","181.05467224121094"
"37500","181.23826599121094","181.23826599121094","181.23826599121094"
"37600","181.5143585205078","181.5143585205078","181.5143585205078"
"37700","181.20933532714844","181.20933532714844","181.20933532714844"
"37800","181.09922790527344","181.09922790527344","181.09922790527344"
"37900","181.5357208251953","181.5357208251953","181.5357208251953"
"38000","181.0926513671875","181.0926513671875","181.0926513671875"
"38100","180.66314697265625","180.66314697265625","180.66314697265625"
"38200","181.2680206298828","181.2680206298828","181.2680206298828"
"38300","180.97781372070312","180.97781372070312","180.97781372070312"
"38400","181.09622192382812","181.09622192382812","181.09622192382812"
"38500","181.21673583984375","181.21673583984375","181.21673583984375"
"38600","181.5519256591797","181.5519256591797","181.5519256591797"
"38700","181.1592559814453","181.1592559814453","181.1592559814453"
"38800","181.3748321533203","181.3748321533203","181.3748321533203"
"38900","180.9696807861328","180.9696807861328","180.9696807861328"
"39000","181.26708984375","181.26708984375","181.26708984375"
"39100","181.24765014648438","181.24765014648438","181.24765014648438"
"39200","181.2583465576172","181.2583465576172","181.2583465576172"
"39300","181.1450958251953","181.1450958251953","181.1450958251953"
"39400","181.4695281982422","181.4695281982422","181.4695281982422"
"39500","181.13636779785156","181.13636779785156","181.13636779785156"
"39600","181.4794464111328","181.4794464111328","181.4794464111328"
"39700","181.27801513671875","181.27801513671875","181.27801513671875"
"39800","181.6532440185547","181.6532440185547","181.6532440185547"
"39900","181.1804656982422","181.1804656982422","181.1804656982422"
"40000","181.41592407226562","181.41592407226562","181.41592407226562"
"40100","181.28125","181.28125","181.28125"
"40200","181.39117431640625","181.39117431640625","181.39117431640625"
"40300","181.4459991455078","181.4459991455078","181.4459991455078"
"40400","181.45230102539062","181.45230102539062","181.45230102539062"
"40500","181.09400939941406","181.09400939941406","181.09400939941406"
"40600","181.4777374267578","181.4777374267578","181.4777374267578"
"40700","181.0605926513672","181.0605926513672","181.0605926513672"
"40800","181.12969970703125","181.12969970703125","181.12969970703125"
"40900","181.16148376464844","181.16148376464844","181.16148376464844"
"41000","181.24681091308594","181.24681091308594","181.24681091308594"
"41100","181.1969757080078","181.1969757080078","181.1969757080078"
"41200","181.04934692382812","181.04934692382812","181.04934692382812"
"41300","181.2760009765625","181.2760009765625","181.2760009765625"
"41400","181.1647186279297","181.1647186279297","181.1647186279297"
"41500","181.08689880371094","181.08689880371094","181.08689880371094"
"41600","181.17257690429688","181.17257690429688","181.17257690429688"
"41700","180.96754455566406","180.96754455566406","180.96754455566406"
"41800","181.0840301513672","181.0840301513672","181.0840301513672"
"41900","181.015625","181.015625","181.015625"
"42000","181.2724609375","181.2724609375","181.2724609375"
"42100","181.34645080566406","181.34645080566406","181.34645080566406"
"42200","181.97007751464844","181.97007751464844","181.97007751464844"
"42300","181.1073455810547","181.1073455810547","181.1073455810547"
"42400","181.26551818847656","181.26551818847656","181.26551818847656"
"42500","181.12586975097656","181.12586975097656","181.12586975097656"
"42600","181.26145935058594","181.26145935058594","181.26145935058594"
"42700","181.32852172851562","181.32852172851562","181.32852172851562"
"42800","181.27674865722656","181.27674865722656","181.27674865722656"
"42900","181.38804626464844","181.38804626464844","181.38804626464844"
"43000","181.0597686767578","181.0597686767578","181.0597686767578"
"43100","181.49427795410156","181.49427795410156","181.49427795410156"
"43200","181.00460815429688","181.00460815429688","181.00460815429688"
"43300","181.31494140625","181.31494140625","181.31494140625"
"43400","181.24911499023438","181.24911499023438","181.24911499023438"
"43500","181.05056762695312","181.05056762695312","181.05056762695312"
"43600","181.24815368652344","181.24815368652344","181.24815368652344"
"43700","181.53306579589844","181.53306579589844","181.53306579589844"
"43800","181.3555450439453","181.3555450439453","181.3555450439453"
"43900","180.8673858642578","180.8673858642578","180.8673858642578"
"44000","181.43203735351562","181.43203735351562","181.43203735351562"
"44100","181.34144592285156","181.34144592285156","181.34144592285156"
"44200","180.908447265625","180.908447265625","180.908447265625"
"44300","181.1104278564453","181.1104278564453","181.1104278564453"
"44400","181.08934020996094","181.08934020996094","181.08934020996094"
"44500","181.2808074951172","181.2808074951172","181.2808074951172"
"44600","181.4075927734375","181.4075927734375","181.4075927734375"
"44700","181.42039489746094","181.42039489746094","181.42039489746094"
"44800","180.96543884277344","180.96543884277344","180.96543884277344"
"44900","181.2875518798828","181.2875518798828","181.2875518798828"
"45000","181.046142578125","181.046142578125","181.046142578125"
"45100","181.06008911132812","181.06008911132812","181.06008911132812"
"45200","180.1712646484375","180.1712646484375","180.1712646484375"
"45300","181.0440673828125","181.0440673828125","181.0440673828125"
"45400","180.55613708496094","180.55613708496094","180.55613708496094"
"45500","181.35842895507812","181.35842895507812","181.35842895507812"
"45600","181.1431884765625","181.1431884765625","181.1431884765625"
"45700","181.140869140625","181.140869140625","181.140869140625"
"45800","181.2778778076172","181.2778778076172","181.2778778076172"
"45900","181.3535614013672","181.3535614013672","181.3535614013672"
"46000","181.5417022705078","181.5417022705078","181.5417022705078"
"46100","181.2605438232422","181.2605438232422","181.2605438232422"
"46200","181.0357208251953","181.0357208251953","181.0357208251953"
"46300","181.3582305908203","181.3582305908203","181.3582305908203"
"46400","181.42176818847656","181.42176818847656","181.42176818847656"
"46500","181.2113494873047","181.2113494873047","181.2113494873047"
"46600","181.55859375","181.55859375","181.55859375"
"46700","181.35366821289062","181.35366821289062","181.35366821289062"
"46800","181.57933044433594","181.57933044433594","181.57933044433594"
"46900","180.975341796875","180.975341796875","180.975341796875"
"47000","181.14195251464844","181.14195251464844","181.14195251464844"
"47100","181.24954223632812","181.24954223632812","181.24954223632812"
"47200","181.41429138183594","181.41429138183594","181.41429138183594"
"47300","181.2781219482422","181.2781219482422","181.2781219482422"
"47400","181.13095092773438","181.13095092773438","181.13095092773438"
"47500","181.3227996826172","181.3227996826172","181.3227996826172"
"47600","181.41236877441406","181.41236877441406","181.41236877441406"
"47700","181.36932373046875","181.36932373046875","181.36932373046875"
"47800","181.19114685058594","181.19114685058594","181.19114685058594"
"47900","181.40472412109375","181.40472412109375","181.40472412109375"
"48000","181.06565856933594","181.06565856933594","181.06565856933594"
"48100","180.8686981201172","180.8686981201172","180.8686981201172"
