"Step","L1W256-3M-LLC-rr - llc/mean","L1W256-3M-LLC-rr - llc/mean__MIN","L1W256-3M-LLC-rr - llc/mean__MAX"
"3600","134.20018005371094","134.20018005371094","134.20018005371094"
"3700","134.54087829589844","134.54087829589844","134.54087829589844"
"3800","134.9439239501953","134.9439239501953","134.9439239501953"
"3900","135.2861328125","135.2861328125","135.2861328125"
"4000","135.8109893798828","135.8109893798828","135.8109893798828"
"4100","136.011474609375","136.011474609375","136.011474609375"
"4200","136.26683044433594","136.26683044433594","136.26683044433594"
"4300","136.8145294189453","136.8145294189453","136.8145294189453"
"4400","137.1497344970703","137.1497344970703","137.1497344970703"
"4500","137.47264099121094","137.47264099121094","137.47264099121094"
"4600","137.78271484375","137.78271484375","137.78271484375"
"4700","138.00514221191406","138.00514221191406","138.00514221191406"
"4800","138.3678436279297","138.3678436279297","138.3678436279297"
"4900","138.62045288085938","138.62045288085938","138.62045288085938"
"5000","138.86888122558594","138.86888122558594","138.86888122558594"
"5100","139.0645294189453","139.0645294189453","139.0645294189453"
"5200","139.4030303955078","139.4030303955078","139.4030303955078"
"5300","139.70481872558594","139.70481872558594","139.70481872558594"
"5400","139.93052673339844","139.93052673339844","139.93052673339844"
"5500","140.32130432128906","140.32130432128906","140.32130432128906"
"5600","140.34996032714844","140.34996032714844","140.34996032714844"
"5700","140.79454040527344","140.79454040527344","140.79454040527344"
"5800","141.05862426757812","141.05862426757812","141.05862426757812"
"5900","141.34983825683594","141.34983825683594","141.34983825683594"
"6000","141.51380920410156","141.51380920410156","141.51380920410156"
"6100","141.7254638671875","141.7254638671875","141.7254638671875"
"6200","141.9864044189453","141.9864044189453","141.9864044189453"
"6300","142.2352294921875","142.2352294921875","142.2352294921875"
"6400","142.5583038330078","142.5583038330078","142.5583038330078"
"6500","142.78379821777344","142.78379821777344","142.78379821777344"
"6600","143.01402282714844","143.01402282714844","143.01402282714844"
"6700","143.3538055419922","143.3538055419922","143.3538055419922"
"6800","143.47767639160156","143.47767639160156","143.47767639160156"
"6900","143.66468811035156","143.66468811035156","143.66468811035156"
"7000","143.91197204589844","143.91197204589844","143.91197204589844"
"7100","144.12962341308594","144.12962341308594","144.12962341308594"
"7200","144.39443969726562","144.39443969726562","144.39443969726562"
"7300","144.5462188720703","144.5462188720703","144.5462188720703"
"7400","145.0087432861328","145.0087432861328","145.0087432861328"
"7500","145.30958557128906","145.30958557128906","145.30958557128906"
"7600","145.30105590820312","145.30105590820312","145.30105590820312"
"7700","145.66050720214844","145.66050720214844","145.66050720214844"
"7800","145.85183715820312","145.85183715820312","145.85183715820312"
"7900","146.13368225097656","146.13368225097656","146.13368225097656"
"8000","146.34034729003906","146.34034729003906","146.34034729003906"
"8100","146.4302520751953","146.4302520751953","146.4302520751953"
"8200","146.49795532226562","146.49795532226562","146.49795532226562"
"8300","146.81488037109375","146.81488037109375","146.81488037109375"
"8400","147.15647888183594","147.15647888183594","147.15647888183594"
"8500","147.31948852539062","147.31948852539062","147.31948852539062"
"8600","147.53005981445312","147.53005981445312","147.53005981445312"
"8700","147.4703826904297","147.4703826904297","147.4703826904297"
"8800","147.866455078125","147.866455078125","147.866455078125"
"8900","147.7969207763672","147.7969207763672","147.7969207763672"
"9000","148.08200073242188","148.08200073242188","148.08200073242188"
"9100","148.23123168945312","148.23123168945312","148.23123168945312"
"9200","148.28927612304688","148.28927612304688","148.28927612304688"
"9300","148.5039520263672","148.5039520263672","148.5039520263672"
"9400","148.7808074951172","148.7808074951172","148.7808074951172"
"9500","148.9238739013672","148.9238739013672","148.9238739013672"
"9600","148.9400177001953","148.9400177001953","148.9400177001953"
"9700","149.0081024169922","149.0081024169922","149.0081024169922"
"9800","149.1348419189453","149.1348419189453","149.1348419189453"
"9900","149.45787048339844","149.45787048339844","149.45787048339844"
"10000","149.45596313476562","149.45596313476562","149.45596313476562"
"10100","149.5953826904297","149.5953826904297","149.5953826904297"
"10200","149.7405548095703","149.7405548095703","149.7405548095703"
"10300","149.70315551757812","149.70315551757812","149.70315551757812"
"10400","149.9706268310547","149.9706268310547","149.9706268310547"
"10500","150.10525512695312","150.10525512695312","150.10525512695312"
"10600","150.0579376220703","150.0579376220703","150.0579376220703"
"10700","150.14547729492188","150.14547729492188","150.14547729492188"
"10800","150.3465118408203","150.3465118408203","150.3465118408203"
"10900","150.26206970214844","150.26206970214844","150.26206970214844"
"11000","150.31784057617188","150.31784057617188","150.31784057617188"
"11100","150.32521057128906","150.32521057128906","150.32521057128906"
"11200","150.56512451171875","150.56512451171875","150.56512451171875"
"11300","150.56517028808594","150.56517028808594","150.56517028808594"
"11400","150.62271118164062","150.62271118164062","150.62271118164062"
"11500","150.6346893310547","150.6346893310547","150.6346893310547"
"11600","150.64332580566406","150.64332580566406","150.64332580566406"
"11700","150.68528747558594","150.68528747558594","150.68528747558594"
"11800","150.76597595214844","150.76597595214844","150.76597595214844"
"11900","150.8074493408203","150.8074493408203","150.8074493408203"
"12000","150.9362335205078","150.9362335205078","150.9362335205078"
"12100","150.93759155273438","150.93759155273438","150.93759155273438"
"12200","150.90237426757812","150.90237426757812","150.90237426757812"
"12300","151.01724243164062","151.01724243164062","151.01724243164062"
"12400","150.90025329589844","150.90025329589844","150.90025329589844"
"12500","151.1376190185547","151.1376190185547","151.1376190185547"
"12600","151.0613250732422","151.0613250732422","151.0613250732422"
"12700","151.13027954101562","151.13027954101562","151.13027954101562"
"12800","151.14524841308594","151.14524841308594","151.14524841308594"
"12900","151.21261596679688","151.21261596679688","151.21261596679688"
"13000","151.16734313964844","151.16734313964844","151.16734313964844"
"13100","151.1115264892578","151.1115264892578","151.1115264892578"
"13200","150.9979248046875","150.9979248046875","150.9979248046875"
"13300","151.23094177246094","151.23094177246094","151.23094177246094"
"13400","151.2252960205078","151.2252960205078","151.2252960205078"
"13500","151.33912658691406","151.33912658691406","151.33912658691406"
"13600","151.19981384277344","151.19981384277344","151.19981384277344"
"13700","151.2705535888672","151.2705535888672","151.2705535888672"
"13800","151.27395629882812","151.27395629882812","151.27395629882812"
"13900","151.35665893554688","151.35665893554688","151.35665893554688"
"14000","151.3648223876953","151.3648223876953","151.3648223876953"
"14100","151.31234741210938","151.31234741210938","151.31234741210938"
"14200","151.2935333251953","151.2935333251953","151.2935333251953"
"14300","151.36114501953125","151.36114501953125","151.36114501953125"
"14400","151.48953247070312","151.48953247070312","151.48953247070312"
"14500","151.38291931152344","151.38291931152344","151.38291931152344"
"14600","151.40184020996094","151.40184020996094","151.40184020996094"
"14700","151.32254028320312","151.32254028320312","151.32254028320312"
"14800","151.33438110351562","151.33438110351562","151.33438110351562"
"14900","151.48435974121094","151.48435974121094","151.48435974121094"
"15000","151.29237365722656","151.29237365722656","151.29237365722656"
"15100","151.4866180419922","151.4866180419922","151.4866180419922"
"15200","151.41831970214844","151.41831970214844","151.41831970214844"
"15300","151.45896911621094","151.45896911621094","151.45896911621094"
"15400","151.3295135498047","151.3295135498047","151.3295135498047"
"15500","151.4451141357422","151.4451141357422","151.4451141357422"
"15600","151.32835388183594","151.32835388183594","151.32835388183594"
"15700","151.436279296875","151.436279296875","151.436279296875"
"15800","151.59617614746094","151.59617614746094","151.59617614746094"
"15900","151.81101989746094","151.81101989746094","151.81101989746094"
"16000","151.5816192626953","151.5816192626953","151.5816192626953"
"16100","151.43272399902344","151.43272399902344","151.43272399902344"
"16200","151.51980590820312","151.51980590820312","151.51980590820312"
"16300","151.47463989257812","151.47463989257812","151.47463989257812"
"16400","151.40023803710938","151.40023803710938","151.40023803710938"
"16500","151.4888458251953","151.4888458251953","151.4888458251953"
"16600","151.4434814453125","151.4434814453125","151.4434814453125"
"16700","151.61341857910156","151.61341857910156","151.61341857910156"
"16800","151.48423767089844","151.48423767089844","151.48423767089844"
"16900","151.6871795654297","151.6871795654297","151.6871795654297"
"17000","151.6471405029297","151.6471405029297","151.6471405029297"
"17100","151.60032653808594","151.60032653808594","151.60032653808594"
"17200","151.5687713623047","151.5687713623047","151.5687713623047"
"17300","151.5752410888672","151.5752410888672","151.5752410888672"
"17400","151.64430236816406","151.64430236816406","151.64430236816406"
"17500","151.4960479736328","151.4960479736328","151.4960479736328"
"17600","151.57168579101562","151.57168579101562","151.57168579101562"
"17700","151.6615447998047","151.6615447998047","151.6615447998047"
"17800","151.68409729003906","151.68409729003906","151.68409729003906"
"17900","151.56918334960938","151.56918334960938","151.56918334960938"
"18000","151.5397186279297","151.5397186279297","151.5397186279297"
"18100","151.5569305419922","151.5569305419922","151.5569305419922"
"18200","151.60299682617188","151.60299682617188","151.60299682617188"
"18300","151.6006317138672","151.6006317138672","151.6006317138672"
"18400","151.72964477539062","151.72964477539062","151.72964477539062"
"18500","151.65362548828125","151.65362548828125","151.65362548828125"
"18600","151.6591796875","151.6591796875","151.6591796875"
"18700","151.61575317382812","151.61575317382812","151.61575317382812"
"18800","151.72695922851562","151.72695922851562","151.72695922851562"
"18900","151.6153106689453","151.6153106689453","151.6153106689453"
"19000","151.6591339111328","151.6591339111328","151.6591339111328"
"19100","151.70700073242188","151.70700073242188","151.70700073242188"
"19200","151.707275390625","151.707275390625","151.707275390625"
"19300","151.57998657226562","151.57998657226562","151.57998657226562"
"19400","151.7620849609375","151.7620849609375","151.7620849609375"
"19500","151.7259521484375","151.7259521484375","151.7259521484375"
"19600","151.63111877441406","151.63111877441406","151.63111877441406"
"19700","151.70608520507812","151.70608520507812","151.70608520507812"
"19800","151.79310607910156","151.79310607910156","151.79310607910156"
"19900","151.6427459716797","151.6427459716797","151.6427459716797"
"20000","151.6244659423828","151.6244659423828","151.6244659423828"
"20100","151.7350311279297","151.7350311279297","151.7350311279297"
"20200","151.70672607421875","151.70672607421875","151.70672607421875"
"20300","151.6865997314453","151.6865997314453","151.6865997314453"
"20400","151.58242797851562","151.58242797851562","151.58242797851562"
"20500","151.6883087158203","151.6883087158203","151.6883087158203"
"20600","151.6730194091797","151.6730194091797","151.6730194091797"
"20700","151.7935333251953","151.7935333251953","151.7935333251953"
"20800","151.7769775390625","151.7769775390625","151.7769775390625"
"20900","151.7284393310547","151.7284393310547","151.7284393310547"
"21000","151.70899963378906","151.70899963378906","151.70899963378906"
"21100","151.623046875","151.623046875","151.623046875"
"21200","151.72412109375","151.72412109375","151.72412109375"
"21300","151.61239624023438","151.61239624023438","151.61239624023438"
"21400","151.671142578125","151.671142578125","151.671142578125"
"21500","151.6486053466797","151.6486053466797","151.6486053466797"
"21600","151.66026306152344","151.66026306152344","151.66026306152344"
"21700","151.65521240234375","151.65521240234375","151.65521240234375"
"21800","151.69053649902344","151.69053649902344","151.69053649902344"
"21900","151.6893768310547","151.6893768310547","151.6893768310547"
"22000","151.73326110839844","151.73326110839844","151.73326110839844"
"22100","151.69017028808594","151.69017028808594","151.69017028808594"
"22200","151.66661071777344","151.66661071777344","151.66661071777344"
"22300","151.7447967529297","151.7447967529297","151.7447967529297"
"22400","151.71434020996094","151.71434020996094","151.71434020996094"
"22500","151.63943481445312","151.63943481445312","151.63943481445312"
"22600","151.8121795654297","151.8121795654297","151.8121795654297"
"22700","151.7640380859375","151.7640380859375","151.7640380859375"
"22800","151.7042236328125","151.7042236328125","151.7042236328125"
"22900","151.63241577148438","151.63241577148438","151.63241577148438"
"23000","151.8060302734375","151.8060302734375","151.8060302734375"
"23100","151.70486450195312","151.70486450195312","151.70486450195312"
"23200","151.6439666748047","151.6439666748047","151.6439666748047"
"23300","151.67266845703125","151.67266845703125","151.67266845703125"
"23400","151.7333221435547","151.7333221435547","151.7333221435547"
"23500","151.80055236816406","151.80055236816406","151.80055236816406"
"23600","151.8746795654297","151.8746795654297","151.8746795654297"
"23700","151.9525146484375","151.9525146484375","151.9525146484375"
"23800","151.9591827392578","151.9591827392578","151.9591827392578"
"23900","151.88943481445312","151.88943481445312","151.88943481445312"
"24000","151.75674438476562","151.75674438476562","151.75674438476562"
"24100","151.96849060058594","151.96849060058594","151.96849060058594"
"24200","151.86685180664062","151.86685180664062","151.86685180664062"
"24300","151.78587341308594","151.78587341308594","151.78587341308594"
"24400","151.9000701904297","151.9000701904297","151.9000701904297"
"24500","151.91900634765625","151.91900634765625","151.91900634765625"
"24600","151.86134338378906","151.86134338378906","151.86134338378906"
"24700","151.8191680908203","151.8191680908203","151.8191680908203"
"24800","151.9084014892578","151.9084014892578","151.9084014892578"
"24900","151.86549377441406","151.86549377441406","151.86549377441406"
"25000","151.8258819580078","151.8258819580078","151.8258819580078"
"25100","151.17478942871094","151.17478942871094","151.17478942871094"
"25200","151.43783569335938","151.43783569335938","151.43783569335938"
"25300","151.48533630371094","151.48533630371094","151.48533630371094"
"25400","151.52142333984375","151.52142333984375","151.52142333984375"
"25500","151.70208740234375","151.70208740234375","151.70208740234375"
"25600","151.63040161132812","151.63040161132812","151.63040161132812"
"25700","151.7231903076172","151.7231903076172","151.7231903076172"
"25800","151.78282165527344","151.78282165527344","151.78282165527344"
"25900","151.8516082763672","151.8516082763672","151.8516082763672"
"26000","151.82749938964844","151.82749938964844","151.82749938964844"
"26100","151.70767211914062","151.70767211914062","151.70767211914062"
"26200","151.85671997070312","151.85671997070312","151.85671997070312"
"26300","151.95326232910156","151.95326232910156","151.95326232910156"
"26400","151.77587890625","151.77587890625","151.77587890625"
"26500","151.85816955566406","151.85816955566406","151.85816955566406"
"26600","151.88919067382812","151.88919067382812","151.88919067382812"
"26700","151.89761352539062","151.89761352539062","151.89761352539062"
"26800","151.87484741210938","151.87484741210938","151.87484741210938"
"26900","151.76502990722656","151.76502990722656","151.76502990722656"
"27000","151.9987030029297","151.9987030029297","151.9987030029297"
"27100","151.89968872070312","151.89968872070312","151.89968872070312"
"27200","151.92129516601562","151.92129516601562","151.92129516601562"
"27300","151.73117065429688","151.73117065429688","151.73117065429688"
"27400","151.81922912597656","151.81922912597656","151.81922912597656"
"27500","151.9283905029297","151.9283905029297","151.9283905029297"
"27600","151.90769958496094","151.90769958496094","151.90769958496094"
"27700","151.8463897705078","151.8463897705078","151.8463897705078"
"27800","151.9961395263672","151.9961395263672","151.9961395263672"
"27900","152.00279235839844","152.00279235839844","152.00279235839844"
"28000","151.78379821777344","151.78379821777344","151.78379821777344"
"28100","151.9716339111328","151.9716339111328","151.9716339111328"
"28200","152.07688903808594","152.07688903808594","152.07688903808594"
"28300","151.8773651123047","151.8773651123047","151.8773651123047"
"28400","152.0299072265625","152.0299072265625","152.0299072265625"
"28500","151.9310302734375","151.9310302734375","151.9310302734375"
"28600","151.92539978027344","151.92539978027344","151.92539978027344"
"28700","151.83543395996094","151.83543395996094","151.83543395996094"
"28800","152.05442810058594","152.05442810058594","152.05442810058594"
"28900","152.00234985351562","152.00234985351562","152.00234985351562"
"29000","151.87818908691406","151.87818908691406","151.87818908691406"
"29100","151.8788604736328","151.8788604736328","151.8788604736328"
"29200","151.97503662109375","151.97503662109375","151.97503662109375"
"29300","152.0707244873047","152.0707244873047","152.0707244873047"
"29400","152.01963806152344","152.01963806152344","152.01963806152344"
"29500","152.1055145263672","152.1055145263672","152.1055145263672"
"29600","152.01876831054688","152.01876831054688","152.01876831054688"
"29700","151.81301879882812","151.81301879882812","151.81301879882812"
"29800","151.9430389404297","151.9430389404297","151.9430389404297"
"29900","151.8615264892578","151.8615264892578","151.8615264892578"
"30000","151.9053955078125","151.9053955078125","151.9053955078125"
"30100","151.9201202392578","151.9201202392578","151.9201202392578"
"30200","151.95216369628906","151.95216369628906","151.95216369628906"
"30300","152.196533203125","152.196533203125","152.196533203125"
"30400","152.04415893554688","152.04415893554688","152.04415893554688"
"30500","151.9982147216797","151.9982147216797","151.9982147216797"
"30600","152.0054473876953","152.0054473876953","152.0054473876953"
"30700","152.12515258789062","152.12515258789062","152.12515258789062"
"30800","152.23362731933594","152.23362731933594","152.23362731933594"
"30900","152.08843994140625","152.08843994140625","152.08843994140625"
"31000","152.08364868164062","152.08364868164062","152.08364868164062"
"31100","152.08343505859375","152.08343505859375","152.08343505859375"
"31200","152.0906219482422","152.0906219482422","152.0906219482422"
"31300","152.0230712890625","152.0230712890625","152.0230712890625"
"31400","152.09085083007812","152.09085083007812","152.09085083007812"
"31500","152.1044921875","152.1044921875","152.1044921875"
"31600","152.19569396972656","152.19569396972656","152.19569396972656"
"31700","152.0381317138672","152.0381317138672","152.0381317138672"
"31800","152.08023071289062","152.08023071289062","152.08023071289062"
"31900","152.2635955810547","152.2635955810547","152.2635955810547"
"32000","152.1549530029297","152.1549530029297","152.1549530029297"
"32100","152.10279846191406","152.10279846191406","152.10279846191406"
"32200","152.10049438476562","152.10049438476562","152.10049438476562"
"32300","151.9524383544922","151.9524383544922","151.9524383544922"
"32400","152.1017303466797","152.1017303466797","152.1017303466797"
"32500","152.04248046875","152.04248046875","152.04248046875"
"32600","152.10916137695312","152.10916137695312","152.10916137695312"
"32700","152.10206604003906","152.10206604003906","152.10206604003906"
"32800","152.2298583984375","152.2298583984375","152.2298583984375"
"32900","152.2749786376953","152.2749786376953","152.2749786376953"
"33000","152.2773895263672","152.2773895263672","152.2773895263672"
"33100","152.271484375","152.271484375","152.271484375"
"33200","152.14205932617188","152.14205932617188","152.14205932617188"
"33300","152.21372985839844","152.21372985839844","152.21372985839844"
"33400","152.17359924316406","152.17359924316406","152.17359924316406"
"33500","152.0963592529297","152.0963592529297","152.0963592529297"
"33600","152.20436096191406","152.20436096191406","152.20436096191406"
"33700","152.1288299560547","152.1288299560547","152.1288299560547"
"33800","152.20867919921875","152.20867919921875","152.20867919921875"
"33900","152.1418914794922","152.1418914794922","152.1418914794922"
"34000","152.05426025390625","152.05426025390625","152.05426025390625"
"34100","152.10733032226562","152.10733032226562","152.10733032226562"
"34200","152.0711212158203","152.0711212158203","152.0711212158203"
"34300","152.23504638671875","152.23504638671875","152.23504638671875"
"34400","152.2609100341797","152.2609100341797","152.2609100341797"
"34500","152.2207794189453","152.2207794189453","152.2207794189453"
"34600","152.1649169921875","152.1649169921875","152.1649169921875"
"34700","152.30526733398438","152.30526733398438","152.30526733398438"
"34800","152.10028076171875","152.10028076171875","152.10028076171875"
"34900","152.2485809326172","152.2485809326172","152.2485809326172"
"35000","152.1260528564453","152.1260528564453","152.1260528564453"
"35100","152.22726440429688","152.22726440429688","152.22726440429688"
"35200","152.18833923339844","152.18833923339844","152.18833923339844"
"35300","152.1524658203125","152.1524658203125","152.1524658203125"
"35400","152.30821228027344","152.30821228027344","152.30821228027344"
"35500","152.3014373779297","152.3014373779297","152.3014373779297"
"35600","152.3509521484375","152.3509521484375","152.3509521484375"
"35700","152.2938995361328","152.2938995361328","152.2938995361328"
"35800","152.27334594726562","152.27334594726562","152.27334594726562"
"35900","152.32859802246094","152.32859802246094","152.32859802246094"
"36000","152.4085235595703","152.4085235595703","152.4085235595703"
"36100","152.2718963623047","152.2718963623047","152.2718963623047"
"36200","152.3372344970703","152.3372344970703","152.3372344970703"
"36300","152.27940368652344","152.27940368652344","152.27940368652344"
"36400","152.26071166992188","152.26071166992188","152.26071166992188"
"36500","152.21287536621094","152.21287536621094","152.21287536621094"
"36600","152.3880157470703","152.3880157470703","152.3880157470703"
"36700","152.3848419189453","152.3848419189453","152.3848419189453"
"36800","152.22341918945312","152.22341918945312","152.22341918945312"
"36900","152.28392028808594","152.28392028808594","152.28392028808594"
"37000","152.26329040527344","152.26329040527344","152.26329040527344"
"37100","152.1696319580078","152.1696319580078","152.1696319580078"
"37200","152.339111328125","152.339111328125","152.339111328125"
"37300","152.1698455810547","152.1698455810547","152.1698455810547"
"37400","152.3248748779297","152.3248748779297","152.3248748779297"
"37500","152.2657470703125","152.2657470703125","152.2657470703125"
"37600","152.376708984375","152.376708984375","152.376708984375"
"37700","152.3628387451172","152.3628387451172","152.3628387451172"
"37800","152.3484649658203","152.3484649658203","152.3484649658203"
"37900","152.3252716064453","152.3252716064453","152.3252716064453"
"38000","152.3225555419922","152.3225555419922","152.3225555419922"
"38100","152.3026885986328","152.3026885986328","152.3026885986328"
"38200","152.44110107421875","152.44110107421875","152.44110107421875"
"38300","152.41688537597656","152.41688537597656","152.41688537597656"
"38400","152.4014434814453","152.4014434814453","152.4014434814453"
"38500","152.5130615234375","152.5130615234375","152.5130615234375"
"38600","152.3599853515625","152.3599853515625","152.3599853515625"
"38700","152.31253051757812","152.31253051757812","152.31253051757812"
"38800","152.4315643310547","152.4315643310547","152.4315643310547"
"38900","152.3819122314453","152.3819122314453","152.3819122314453"
"39000","152.391357421875","152.391357421875","152.391357421875"
"39100","152.26222229003906","152.26222229003906","152.26222229003906"
"39200","152.32794189453125","152.32794189453125","152.32794189453125"
"39300","152.4362030029297","152.4362030029297","152.4362030029297"
"39400","152.3779754638672","152.3779754638672","152.3779754638672"
"39500","152.46336364746094","152.46336364746094","152.46336364746094"
"39600","152.4392852783203","152.4392852783203","152.4392852783203"
"39700","152.4108428955078","152.4108428955078","152.4108428955078"
"39800","152.336669921875","152.336669921875","152.336669921875"
"39900","152.34759521484375","152.34759521484375","152.34759521484375"
"40000","152.45394897460938","152.45394897460938","152.45394897460938"
"40100","152.4551239013672","152.4551239013672","152.4551239013672"
"40200","152.5269775390625","152.5269775390625","152.5269775390625"
"40300","152.29605102539062","152.29605102539062","152.29605102539062"
"40400","152.4676055908203","152.4676055908203","152.4676055908203"
"40500","152.27975463867188","152.27975463867188","152.27975463867188"
"40600","152.549560546875","152.549560546875","152.549560546875"
"40700","152.4393768310547","152.4393768310547","152.4393768310547"
"40800","152.372802734375","152.372802734375","152.372802734375"
"40900","152.37486267089844","152.37486267089844","152.37486267089844"
"41000","152.4115447998047","152.4115447998047","152.4115447998047"
"41100","152.46697998046875","152.46697998046875","152.46697998046875"
"41200","152.36972045898438","152.36972045898438","152.36972045898438"
"41300","152.36907958984375","152.36907958984375","152.36907958984375"
"41400","152.45603942871094","152.45603942871094","152.45603942871094"
"41500","152.43167114257812","152.43167114257812","152.43167114257812"
"41600","152.55612182617188","152.55612182617188","152.55612182617188"
"41700","152.4326171875","152.4326171875","152.4326171875"
"41800","152.31951904296875","152.31951904296875","152.31951904296875"
"41900","152.3067626953125","152.3067626953125","152.3067626953125"
"42000","152.5336151123047","152.5336151123047","152.5336151123047"
"42100","152.44361877441406","152.44361877441406","152.44361877441406"
"42200","152.44529724121094","152.44529724121094","152.44529724121094"
"42300","152.40049743652344","152.40049743652344","152.40049743652344"
"42400","152.4527130126953","152.4527130126953","152.4527130126953"
"42500","152.5023956298828","152.5023956298828","152.5023956298828"
"42600","152.40467834472656","152.40467834472656","152.40467834472656"
"42700","152.276123046875","152.276123046875","152.276123046875"
"42800","152.41958618164062","152.41958618164062","152.41958618164062"
"42900","152.33419799804688","152.33419799804688","152.33419799804688"
"43000","152.43235778808594","152.43235778808594","152.43235778808594"
"43100","152.46072387695312","152.46072387695312","152.46072387695312"
"43200","152.4020233154297","152.4020233154297","152.4020233154297"
"43300","152.54307556152344","152.54307556152344","152.54307556152344"
"43400","152.33595275878906","152.33595275878906","152.33595275878906"
"43500","152.39346313476562","152.39346313476562","152.39346313476562"
"43600","152.37254333496094","152.37254333496094","152.37254333496094"
"43700","152.4731903076172","152.4731903076172","152.4731903076172"
"43800","152.41111755371094","152.41111755371094","152.41111755371094"
"43900","152.22459411621094","152.22459411621094","152.22459411621094"
"44000","152.3889617919922","152.3889617919922","152.3889617919922"
"44100","152.4595184326172","152.4595184326172","152.4595184326172"
"44200","152.28062438964844","152.28062438964844","152.28062438964844"
"44300","152.30291748046875","152.30291748046875","152.30291748046875"
"44400","152.4708709716797","152.4708709716797","152.4708709716797"
"44500","152.36766052246094","152.36766052246094","152.36766052246094"
"44600","152.21188354492188","152.21188354492188","152.21188354492188"
"44700","152.2795867919922","152.2795867919922","152.2795867919922"
"44800","152.35629272460938","152.35629272460938","152.35629272460938"
"44900","152.25741577148438","152.25741577148438","152.25741577148438"
"45000","152.3599090576172","152.3599090576172","152.3599090576172"
"45100","152.53485107421875","152.53485107421875","152.53485107421875"
"45200","152.2591094970703","152.2591094970703","152.2591094970703"
"45300","152.2528839111328","152.2528839111328","152.2528839111328"
"45400","152.2100067138672","152.2100067138672","152.2100067138672"
"45500","152.2508544921875","152.2508544921875","152.2508544921875"
"45600","152.13302612304688","152.13302612304688","152.13302612304688"
"45700","152.1204071044922","152.1204071044922","152.1204071044922"
"45800","152.2862548828125","152.2862548828125","152.2862548828125"
"45900","152.2603759765625","152.2603759765625","152.2603759765625"
"46000","152.1610565185547","152.1610565185547","152.1610565185547"
"46100","152.25686645507812","152.25686645507812","152.25686645507812"
"46200","152.0384063720703","152.0384063720703","152.0384063720703"
"46300","152.2251739501953","152.2251739501953","152.2251739501953"
"46400","152.1433868408203","152.1433868408203","152.1433868408203"
"46500","152.13035583496094","152.13035583496094","152.13035583496094"
"46600","151.94082641601562","151.94082641601562","151.94082641601562"
"46700","152.03147888183594","152.03147888183594","152.03147888183594"
"46800","152.112060546875","152.112060546875","152.112060546875"
"46900","152.1839599609375","152.1839599609375","152.1839599609375"
"47000","152.22337341308594","152.22337341308594","152.22337341308594"
"47100","151.9618377685547","151.9618377685547","151.9618377685547"
"47200","152.0255126953125","152.0255126953125","152.0255126953125"
"47300","152.20510864257812","152.20510864257812","152.20510864257812"
"47400","152.1942596435547","152.1942596435547","152.1942596435547"
"47500","152.1117401123047","152.1117401123047","152.1117401123047"
"47600","152.01416015625","152.01416015625","152.01416015625"
"47700","151.9182891845703","151.9182891845703","151.9182891845703"
"47800","152.247802734375","152.247802734375","152.247802734375"
"47900","152.01292419433594","152.01292419433594","152.01292419433594"
"48000","151.83309936523438","151.83309936523438","151.83309936523438"
