"Step","L1W256-3M-LLC-rr - llc/std","L1W256-3M-LLC-rr - llc/std__MIN","L1W256-3M-LLC-rr - llc/std__MAX"
"7400","23.335424423217773","23.335424423217773","23.335424423217773"
"7500","23.307321548461914","23.307321548461914","23.307321548461914"
"7600","23.335432052612305","23.335432052612305","23.335432052612305"
"7700","23.29042625427246","23.29042625427246","23.29042625427246"
"7800","23.281280517578125","23.281280517578125","23.281280517578125"
"7900","23.262508392333984","23.262508392333984","23.262508392333984"
"8000","23.249835968017578","23.249835968017578","23.249835968017578"
"8100","23.24899673461914","23.24899673461914","23.24899673461914"
"8200","23.244043350219727","23.244043350219727","23.244043350219727"
"8300","23.22054100036621","23.22054100036621","23.22054100036621"
"8400","23.215145111083984","23.215145111083984","23.215145111083984"
"8500","23.205581665039062","23.205581665039062","23.205581665039062"
"8600","23.188011169433594","23.188011169433594","23.188011169433594"
"8700","23.172401428222656","23.172401428222656","23.172401428222656"
"8800","23.164899826049805","23.164899826049805","23.164899826049805"
"8900","23.175025939941406","23.175025939941406","23.175025939941406"
"9000","23.1508846282959","23.1508846282959","23.1508846282959"
"9100","23.148605346679688","23.148605346679688","23.148605346679688"
"9200","23.145116806030273","23.145116806030273","23.145116806030273"
"9300","23.117597579956055","23.117597579956055","23.117597579956055"
"9400","23.106782913208008","23.106782913208008","23.106782913208008"
"9500","23.114736557006836","23.114736557006836","23.114736557006836"
"9600","23.08992576599121","23.08992576599121","23.08992576599121"
"9700","23.11846923828125","23.11846923828125","23.11846923828125"
"9800","23.098722457885742","23.098722457885742","23.098722457885742"
"9900","23.066200256347656","23.066200256347656","23.066200256347656"
"10000","23.06255340576172","23.06255340576172","23.06255340576172"
"10100","23.06731605529785","23.06731605529785","23.06731605529785"
"10200","23.060476303100586","23.060476303100586","23.060476303100586"
"10300","23.068588256835938","23.068588256835938","23.068588256835938"
"10400","23.05076026916504","23.05076026916504","23.05076026916504"
"10500","23.03546142578125","23.03546142578125","23.03546142578125"
"10600","23.043581008911133","23.043581008911133","23.043581008911133"
"10700","23.022266387939453","23.022266387939453","23.022266387939453"
"10800","23.043949127197266","23.043949127197266","23.043949127197266"
"10900","23.031307220458984","23.031307220458984","23.031307220458984"
"11000","23.020315170288086","23.020315170288086","23.020315170288086"
"11100","23.002819061279297","23.002819061279297","23.002819061279297"
"11200","23.002090454101562","23.002090454101562","23.002090454101562"
"11300","22.9996280670166","22.9996280670166","22.9996280670166"
"11400","23.018693923950195","23.018693923950195","23.018693923950195"
"11500","22.994773864746094","22.994773864746094","22.994773864746094"
"11600","23.00222396850586","23.00222396850586","23.00222396850586"
"11700","22.993961334228516","22.993961334228516","22.993961334228516"
"11800","22.975967407226562","22.975967407226562","22.975967407226562"
"11900","22.993541717529297","22.993541717529297","22.993541717529297"
"12000","22.97691535949707","22.97691535949707","22.97691535949707"
"12100","22.963714599609375","22.963714599609375","22.963714599609375"
"12200","22.960206985473633","22.960206985473633","22.960206985473633"
"12300","22.96112823486328","22.96112823486328","22.96112823486328"
"12400","22.9559326171875","22.9559326171875","22.9559326171875"
"12500","22.96014976501465","22.96014976501465","22.96014976501465"
"12600","22.943208694458008","22.943208694458008","22.943208694458008"
"12700","22.943082809448242","22.943082809448242","22.943082809448242"
"12800","22.93309783935547","22.93309783935547","22.93309783935547"
"12900","22.934572219848633","22.934572219848633","22.934572219848633"
"13000","22.9555606842041","22.9555606842041","22.9555606842041"
"13100","22.929485321044922","22.929485321044922","22.929485321044922"
"13200","22.939863204956055","22.939863204956055","22.939863204956055"
"13300","22.909791946411133","22.909791946411133","22.909791946411133"
"13400","22.914783477783203","22.914783477783203","22.914783477783203"
"13500","22.910417556762695","22.910417556762695","22.910417556762695"
"13600","22.898813247680664","22.898813247680664","22.898813247680664"
"13700","22.897052764892578","22.897052764892578","22.897052764892578"
"13800","22.8997802734375","22.8997802734375","22.8997802734375"
"13900","22.89185333251953","22.89185333251953","22.89185333251953"
"14000","22.887348175048828","22.887348175048828","22.887348175048828"
"14100","22.8906192779541","22.8906192779541","22.8906192779541"
"14200","22.889427185058594","22.889427185058594","22.889427185058594"
"14300","22.87929916381836","22.87929916381836","22.87929916381836"
"14400","22.867969512939453","22.867969512939453","22.867969512939453"
"14500","22.88469886779785","22.88469886779785","22.88469886779785"
"14600","22.8509464263916","22.8509464263916","22.8509464263916"
"14700","22.86884117126465","22.86884117126465","22.86884117126465"
"14800","22.863908767700195","22.863908767700195","22.863908767700195"
"14900","22.8422794342041","22.8422794342041","22.8422794342041"
"15000","22.865882873535156","22.865882873535156","22.865882873535156"
"15100","22.852100372314453","22.852100372314453","22.852100372314453"
"15200","22.861616134643555","22.861616134643555","22.861616134643555"
"15300","22.86139678955078","22.86139678955078","22.86139678955078"
"15400","22.846529006958008","22.846529006958008","22.846529006958008"
"15500","22.83547592163086","22.83547592163086","22.83547592163086"
"15600","22.84279441833496","22.84279441833496","22.84279441833496"
"15700","22.8414249420166","22.8414249420166","22.8414249420166"
"15800","22.83251953125","22.83251953125","22.83251953125"
"15900","22.82243537902832","22.82243537902832","22.82243537902832"
"16000","22.829654693603516","22.829654693603516","22.829654693603516"
"16100","22.831335067749023","22.831335067749023","22.831335067749023"
"16200","22.82138442993164","22.82138442993164","22.82138442993164"
"16300","22.80448341369629","22.80448341369629","22.80448341369629"
"16400","22.824913024902344","22.824913024902344","22.824913024902344"
"16500","22.817718505859375","22.817718505859375","22.817718505859375"
"16600","22.827285766601562","22.827285766601562","22.827285766601562"
"16700","22.814748764038086","22.814748764038086","22.814748764038086"
"16800","22.81917381286621","22.81917381286621","22.81917381286621"
"16900","22.78776741027832","22.78776741027832","22.78776741027832"
"17000","22.8148193359375","22.8148193359375","22.8148193359375"
"17100","22.802892684936523","22.802892684936523","22.802892684936523"
"17200","22.805017471313477","22.805017471313477","22.805017471313477"
"17300","22.798851013183594","22.798851013183594","22.798851013183594"
"17400","22.796611785888672","22.796611785888672","22.796611785888672"
"17500","22.800569534301758","22.800569534301758","22.800569534301758"
"17600","22.79922866821289","22.79922866821289","22.79922866821289"
"17700","22.803598403930664","22.803598403930664","22.803598403930664"
"17800","22.785053253173828","22.785053253173828","22.785053253173828"
"17900","22.800214767456055","22.800214767456055","22.800214767456055"
"18000","22.796768188476562","22.796768188476562","22.796768188476562"
"18100","22.795207977294922","22.795207977294922","22.795207977294922"
"18200","22.768049240112305","22.768049240112305","22.768049240112305"
"18300","22.779991149902344","22.779991149902344","22.779991149902344"
"18400","22.772951126098633","22.772951126098633","22.772951126098633"
"18500","22.775436401367188","22.775436401367188","22.775436401367188"
"18600","22.774431228637695","22.774431228637695","22.774431228637695"
"18700","22.786705017089844","22.786705017089844","22.786705017089844"
"18800","22.781034469604492","22.781034469604492","22.781034469604492"
"18900","22.75653076171875","22.75653076171875","22.75653076171875"
"19000","22.759681701660156","22.759681701660156","22.759681701660156"
"19100","22.76199722290039","22.76199722290039","22.76199722290039"
"19200","22.75991439819336","22.75991439819336","22.75991439819336"
"19300","22.76803207397461","22.76803207397461","22.76803207397461"
"19400","22.75255012512207","22.75255012512207","22.75255012512207"
"19500","22.76094627380371","22.76094627380371","22.76094627380371"
"19600","22.750825881958008","22.750825881958008","22.750825881958008"
"19700","22.758102416992188","22.758102416992188","22.758102416992188"
"19800","22.765766143798828","22.765766143798828","22.765766143798828"
"19900","22.747934341430664","22.747934341430664","22.747934341430664"
"20000","22.746057510375977","22.746057510375977","22.746057510375977"
"20100","22.742006301879883","22.742006301879883","22.742006301879883"
"20200","22.75263786315918","22.75263786315918","22.75263786315918"
"20300","22.74629783630371","22.74629783630371","22.74629783630371"
"20400","22.739755630493164","22.739755630493164","22.739755630493164"
"20500","22.7333984375","22.7333984375","22.7333984375"
"20600","22.748565673828125","22.748565673828125","22.748565673828125"
"20700","22.73485565185547","22.73485565185547","22.73485565185547"
"20800","22.73018455505371","22.73018455505371","22.73018455505371"
"20900","22.7213191986084","22.7213191986084","22.7213191986084"
"21000","22.71976089477539","22.71976089477539","22.71976089477539"
"21100","22.724807739257812","22.724807739257812","22.724807739257812"
"21200","22.718250274658203","22.718250274658203","22.718250274658203"
"21300","22.702634811401367","22.702634811401367","22.702634811401367"
"21400","22.71999168395996","22.71999168395996","22.71999168395996"
"21500","22.72589874267578","22.72589874267578","22.72589874267578"
"21600","22.709016799926758","22.709016799926758","22.709016799926758"
"21700","22.706581115722656","22.706581115722656","22.706581115722656"
"21800","22.715267181396484","22.715267181396484","22.715267181396484"
"21900","22.711057662963867","22.711057662963867","22.711057662963867"
"22000","22.72229766845703","22.72229766845703","22.72229766845703"
"22100","22.713462829589844","22.713462829589844","22.713462829589844"
"22200","22.71770477294922","22.71770477294922","22.71770477294922"
"22300","22.70892906188965","22.70892906188965","22.70892906188965"
"22400","22.714351654052734","22.714351654052734","22.714351654052734"
"22500","22.735061645507812","22.735061645507812","22.735061645507812"
"22600","22.702356338500977","22.702356338500977","22.702356338500977"
"22700","22.712482452392578","22.712482452392578","22.712482452392578"
"22800","22.711801528930664","22.711801528930664","22.711801528930664"
"22900","22.720144271850586","22.720144271850586","22.720144271850586"
"23000","22.69597816467285","22.69597816467285","22.69597816467285"
"23100","22.71573257446289","22.71573257446289","22.71573257446289"
"23200","22.72337532043457","22.72337532043457","22.72337532043457"
"23300","22.710479736328125","22.710479736328125","22.710479736328125"
"23400","22.70964813232422","22.70964813232422","22.70964813232422"
"23500","22.717872619628906","22.717872619628906","22.717872619628906"
"23600","22.69779396057129","22.69779396057129","22.69779396057129"
"23700","22.6785888671875","22.6785888671875","22.6785888671875"
"23800","22.710622787475586","22.710622787475586","22.710622787475586"
"23900","22.712566375732422","22.712566375732422","22.712566375732422"
"24000","22.69597625732422","22.69597625732422","22.69597625732422"
"24100","22.694562911987305","22.694562911987305","22.694562911987305"
"24200","22.688405990600586","22.688405990600586","22.688405990600586"
"24300","22.692800521850586","22.692800521850586","22.692800521850586"
"24400","22.69565773010254","22.69565773010254","22.69565773010254"
"24500","22.690690994262695","22.690690994262695","22.690690994262695"
"24600","22.705116271972656","22.705116271972656","22.705116271972656"
"24700","22.703096389770508","22.703096389770508","22.703096389770508"
"24800","22.70327377319336","22.70327377319336","22.70327377319336"
"24900","22.687904357910156","22.687904357910156","22.687904357910156"
"25000","22.678455352783203","22.678455352783203","22.678455352783203"
"25100","22.67748260498047","22.67748260498047","22.67748260498047"
"25200","22.678163528442383","22.678163528442383","22.678163528442383"
"25300","22.68928337097168","22.68928337097168","22.68928337097168"
"25400","22.671886444091797","22.671886444091797","22.671886444091797"
"25500","22.69528579711914","22.69528579711914","22.69528579711914"
"25600","22.692596435546875","22.692596435546875","22.692596435546875"
"25700","22.6810245513916","22.6810245513916","22.6810245513916"
"25800","22.689739227294922","22.689739227294922","22.689739227294922"
"25900","22.67934799194336","22.67934799194336","22.67934799194336"
"26000","22.694175720214844","22.694175720214844","22.694175720214844"
"26100","22.68385887145996","22.68385887145996","22.68385887145996"
"26200","22.68366813659668","22.68366813659668","22.68366813659668"
"26300","22.682451248168945","22.682451248168945","22.682451248168945"
"26400","22.6883544921875","22.6883544921875","22.6883544921875"
"26500","22.681407928466797","22.681407928466797","22.681407928466797"
"26600","22.670150756835938","22.670150756835938","22.670150756835938"
"26700","22.675451278686523","22.675451278686523","22.675451278686523"
"26800","22.676010131835938","22.676010131835938","22.676010131835938"
"26900","22.662857055664062","22.662857055664062","22.662857055664062"
"27000","22.677732467651367","22.677732467651367","22.677732467651367"
"27100","22.670257568359375","22.670257568359375","22.670257568359375"
"27200","22.68072509765625","22.68072509765625","22.68072509765625"
"27300","22.658769607543945","22.658769607543945","22.658769607543945"
"27400","22.676998138427734","22.676998138427734","22.676998138427734"
"27500","22.669918060302734","22.669918060302734","22.669918060302734"
"27600","22.67709732055664","22.67709732055664","22.67709732055664"
"27700","22.651405334472656","22.651405334472656","22.651405334472656"
"27800","22.65443229675293","22.65443229675293","22.65443229675293"
"27900","22.663387298583984","22.663387298583984","22.663387298583984"
"28000","22.66107749938965","22.66107749938965","22.66107749938965"
"28100","22.65871810913086","22.65871810913086","22.65871810913086"
"28200","22.66474151611328","22.66474151611328","22.66474151611328"
"28300","22.665346145629883","22.665346145629883","22.665346145629883"
"28400","22.665246963500977","22.665246963500977","22.665246963500977"
"28500","22.66680908203125","22.66680908203125","22.66680908203125"
"28600","22.658151626586914","22.658151626586914","22.658151626586914"
"28700","22.65875816345215","22.65875816345215","22.65875816345215"
"28800","22.65584373474121","22.65584373474121","22.65584373474121"
"28900","22.682588577270508","22.682588577270508","22.682588577270508"
"29000","22.66124725341797","22.66124725341797","22.66124725341797"
"29100","22.668550491333008","22.668550491333008","22.668550491333008"
"29200","22.670333862304688","22.670333862304688","22.670333862304688"
"29300","22.65117073059082","22.65117073059082","22.65117073059082"
"29400","22.66202735900879","22.66202735900879","22.66202735900879"
"29500","22.665145874023438","22.665145874023438","22.665145874023438"
"29600","22.662109375","22.662109375","22.662109375"
"29700","22.65337562561035","22.65337562561035","22.65337562561035"
"29800","22.668092727661133","22.668092727661133","22.668092727661133"
"29900","22.66849136352539","22.66849136352539","22.66849136352539"
"30000","22.68170928955078","22.68170928955078","22.68170928955078"
"30100","22.659439086914062","22.659439086914062","22.659439086914062"
"30200","22.636444091796875","22.636444091796875","22.636444091796875"
"30300","22.670225143432617","22.670225143432617","22.670225143432617"
"30400","22.665712356567383","22.665712356567383","22.665712356567383"
"30500","22.660507202148438","22.660507202148438","22.660507202148438"
"30600","22.65738868713379","22.65738868713379","22.65738868713379"
"30700","22.67683982849121","22.67683982849121","22.67683982849121"
"30800","22.658403396606445","22.658403396606445","22.658403396606445"
"30900","22.666738510131836","22.666738510131836","22.666738510131836"
"31000","22.646865844726562","22.646865844726562","22.646865844726562"
"31100","22.6685791015625","22.6685791015625","22.6685791015625"
"31200","22.639812469482422","22.639812469482422","22.639812469482422"
"31300","22.64511489868164","22.64511489868164","22.64511489868164"
"31400","22.657238006591797","22.657238006591797","22.657238006591797"
"31500","22.66554069519043","22.66554069519043","22.66554069519043"
"31600","22.658668518066406","22.658668518066406","22.658668518066406"
"31700","22.65809440612793","22.65809440612793","22.65809440612793"
"31800","22.63947868347168","22.63947868347168","22.63947868347168"
"31900","22.648778915405273","22.648778915405273","22.648778915405273"
"32000","22.658952713012695","22.658952713012695","22.658952713012695"
"32100","22.651845932006836","22.651845932006836","22.651845932006836"
"32200","22.64942741394043","22.64942741394043","22.64942741394043"
"32300","22.613710403442383","22.613710403442383","22.613710403442383"
"32400","22.666139602661133","22.666139602661133","22.666139602661133"
"32500","22.643014907836914","22.643014907836914","22.643014907836914"
"32600","22.636512756347656","22.636512756347656","22.636512756347656"
"32700","22.63779640197754","22.63779640197754","22.63779640197754"
"32800","22.6346378326416","22.6346378326416","22.6346378326416"
"32900","22.63176727294922","22.63176727294922","22.63176727294922"
"33000","22.652877807617188","22.652877807617188","22.652877807617188"
"33100","22.656858444213867","22.656858444213867","22.656858444213867"
"33200","22.646617889404297","22.646617889404297","22.646617889404297"
"33300","22.631431579589844","22.631431579589844","22.631431579589844"
"33400","22.645605087280273","22.645605087280273","22.645605087280273"
"33500","22.647132873535156","22.647132873535156","22.647132873535156"
"33600","22.625951766967773","22.625951766967773","22.625951766967773"
"33700","22.619091033935547","22.619091033935547","22.619091033935547"
"33800","22.6418399810791","22.6418399810791","22.6418399810791"
"33900","22.64341926574707","22.64341926574707","22.64341926574707"
"34000","22.635101318359375","22.635101318359375","22.635101318359375"
"34100","22.63718032836914","22.63718032836914","22.63718032836914"
"34200","22.668188095092773","22.668188095092773","22.668188095092773"
"34300","22.629596710205078","22.629596710205078","22.629596710205078"
"34400","22.644573211669922","22.644573211669922","22.644573211669922"
"34500","22.633325576782227","22.633325576782227","22.633325576782227"
"34600","22.633525848388672","22.633525848388672","22.633525848388672"
"34700","22.62833595275879","22.62833595275879","22.62833595275879"
"34800","22.64244270324707","22.64244270324707","22.64244270324707"
"34900","22.657238006591797","22.657238006591797","22.657238006591797"
"35000","22.63054084777832","22.63054084777832","22.63054084777832"
"35100","22.66242218017578","22.66242218017578","22.66242218017578"
"35200","22.63849449157715","22.63849449157715","22.63849449157715"
"35300","22.6201171875","22.6201171875","22.6201171875"
"35400","22.6416015625","22.6416015625","22.6416015625"
"35500","22.608848571777344","22.608848571777344","22.608848571777344"
"35600","22.625568389892578","22.625568389892578","22.625568389892578"
"35700","22.624460220336914","22.624460220336914","22.624460220336914"
"35800","22.63266372680664","22.63266372680664","22.63266372680664"
"35900","22.61393165588379","22.61393165588379","22.61393165588379"
"36000","22.634544372558594","22.634544372558594","22.634544372558594"
"36100","22.63499641418457","22.63499641418457","22.63499641418457"
"36200","22.64436912536621","22.64436912536621","22.64436912536621"
"36300","22.613370895385742","22.613370895385742","22.613370895385742"
"36400","22.630109786987305","22.630109786987305","22.630109786987305"
"36500","22.630748748779297","22.630748748779297","22.630748748779297"
"36600","22.616687774658203","22.616687774658203","22.616687774658203"
"36700","22.62700653076172","22.62700653076172","22.62700653076172"
"36800","22.631366729736328","22.631366729736328","22.631366729736328"
"36900","22.61481475830078","22.61481475830078","22.61481475830078"
"37000","22.63829803466797","22.63829803466797","22.63829803466797"
"37100","22.6207275390625","22.6207275390625","22.6207275390625"
"37200","22.634708404541016","22.634708404541016","22.634708404541016"
"37300","22.6314640045166","22.6314640045166","22.6314640045166"
"37400","22.59939956665039","22.59939956665039","22.59939956665039"
"37500","22.620834350585938","22.620834350585938","22.620834350585938"
"37600","22.621349334716797","22.621349334716797","22.621349334716797"
"37700","22.617246627807617","22.617246627807617","22.617246627807617"
"37800","22.614883422851562","22.614883422851562","22.614883422851562"
"37900","22.613008499145508","22.613008499145508","22.613008499145508"
"38000","22.622848510742188","22.622848510742188","22.622848510742188"
"38100","22.603483200073242","22.603483200073242","22.603483200073242"
"38200","22.62523651123047","22.62523651123047","22.62523651123047"
"38300","22.610767364501953","22.610767364501953","22.610767364501953"
"38400","22.616090774536133","22.616090774536133","22.616090774536133"
"38500","22.600595474243164","22.600595474243164","22.600595474243164"
"38600","22.628808975219727","22.628808975219727","22.628808975219727"
"38700","22.63648223876953","22.63648223876953","22.63648223876953"
"38800","22.64369773864746","22.64369773864746","22.64369773864746"
"38900","22.62765884399414","22.62765884399414","22.62765884399414"
"39000","22.61882209777832","22.61882209777832","22.61882209777832"
"39100","22.62995147705078","22.62995147705078","22.62995147705078"
"39200","22.613525390625","22.613525390625","22.613525390625"
"39300","22.60013771057129","22.60013771057129","22.60013771057129"
"39400","22.6192626953125","22.6192626953125","22.6192626953125"
"39500","22.602964401245117","22.602964401245117","22.602964401245117"
"39600","22.595325469970703","22.595325469970703","22.595325469970703"
"39700","22.604496002197266","22.604496002197266","22.604496002197266"
"39800","22.600942611694336","22.600942611694336","22.600942611694336"
"39900","22.57698631286621","22.57698631286621","22.57698631286621"
"40000","22.60677719116211","22.60677719116211","22.60677719116211"
"40100","22.5871639251709","22.5871639251709","22.5871639251709"
"40200","22.59578514099121","22.59578514099121","22.59578514099121"
"40300","22.58881378173828","22.58881378173828","22.58881378173828"
"40400","22.576902389526367","22.576902389526367","22.576902389526367"
"40500","22.57879638671875","22.57879638671875","22.57879638671875"
"40600","22.60028839111328","22.60028839111328","22.60028839111328"
"40700","22.572507858276367","22.572507858276367","22.572507858276367"
"40800","22.574419021606445","22.574419021606445","22.574419021606445"
"40900","22.618295669555664","22.618295669555664","22.618295669555664"
"41000","22.575092315673828","22.575092315673828","22.575092315673828"
"41100","22.60822105407715","22.60822105407715","22.60822105407715"
"41200","22.56144142150879","22.56144142150879","22.56144142150879"
"41300","22.52977752685547","22.52977752685547","22.52977752685547"
"41400","22.609619140625","22.609619140625","22.609619140625"
"41500","22.59320068359375","22.59320068359375","22.59320068359375"
"41600","22.572851181030273","22.572851181030273","22.572851181030273"
"41700","22.585506439208984","22.585506439208984","22.585506439208984"
"41800","22.55607032775879","22.55607032775879","22.55607032775879"
"41900","22.573389053344727","22.573389053344727","22.573389053344727"
"42000","22.603622436523438","22.603622436523438","22.603622436523438"
"42100","22.58257293701172","22.58257293701172","22.58257293701172"
"42200","22.58051109313965","22.58051109313965","22.58051109313965"
"42300","22.548219680786133","22.548219680786133","22.548219680786133"
"42400","22.535930633544922","22.535930633544922","22.535930633544922"
"42500","22.54442024230957","22.54442024230957","22.54442024230957"
"42600","22.541536331176758","22.541536331176758","22.541536331176758"
"42700","22.557235717773438","22.557235717773438","22.557235717773438"
"42800","22.59304428100586","22.59304428100586","22.59304428100586"
"42900","22.554916381835938","22.554916381835938","22.554916381835938"
"43000","22.48870849609375","22.48870849609375","22.48870849609375"
"43100","22.552396774291992","22.552396774291992","22.552396774291992"
"43200","22.533329010009766","22.533329010009766","22.533329010009766"
"43300","22.544414520263672","22.544414520263672","22.544414520263672"
"43400","22.498123168945312","22.498123168945312","22.498123168945312"
"43500","22.50506019592285","22.50506019592285","22.50506019592285"
"43600","22.550188064575195","22.550188064575195","22.550188064575195"
"43700","22.5208683013916","22.5208683013916","22.5208683013916"
"43800","22.577306747436523","22.577306747436523","22.577306747436523"
"43900","22.53159523010254","22.53159523010254","22.53159523010254"
"44000","22.516521453857422","22.516521453857422","22.516521453857422"
"44100","22.55337142944336","22.55337142944336","22.55337142944336"
"44200","22.52892303466797","22.52892303466797","22.52892303466797"
"44300","22.53110694885254","22.53110694885254","22.53110694885254"
"44400","22.530344009399414","22.530344009399414","22.530344009399414"
"44500","22.502225875854492","22.502225875854492","22.502225875854492"
"44600","22.555248260498047","22.555248260498047","22.555248260498047"
"44700","22.479990005493164","22.479990005493164","22.479990005493164"
"44800","22.523609161376953","22.523609161376953","22.523609161376953"
"44900","22.525060653686523","22.525060653686523","22.525060653686523"
"45000","22.508771896362305","22.508771896362305","22.508771896362305"
"45100","22.51788330078125","22.51788330078125","22.51788330078125"
"45200","22.4571533203125","22.4571533203125","22.4571533203125"
"45300","22.54340171813965","22.54340171813965","22.54340171813965"
"45400","22.52365493774414","22.52365493774414","22.52365493774414"
"45500","22.530593872070312","22.530593872070312","22.530593872070312"
"45600","22.554574966430664","22.554574966430664","22.554574966430664"
"45700","22.469013214111328","22.469013214111328","22.469013214111328"
"45800","22.539005279541016","22.539005279541016","22.539005279541016"
"45900","22.54449462890625","22.54449462890625","22.54449462890625"
"46000","22.450334548950195","22.450334548950195","22.450334548950195"
"46100","22.549856185913086","22.549856185913086","22.549856185913086"
"46200","22.490571975708008","22.490571975708008","22.490571975708008"
"46300","22.42678451538086","22.42678451538086","22.42678451538086"
"46400","22.459985733032227","22.459985733032227","22.459985733032227"
"46500","22.49610710144043","22.49610710144043","22.49610710144043"
"46600","22.488540649414062","22.488540649414062","22.488540649414062"
"46700","22.49319839477539","22.49319839477539","22.49319839477539"
"46800","22.50147819519043","22.50147819519043","22.50147819519043"
"46900","22.4834041595459","22.4834041595459","22.4834041595459"
"47000","22.483123779296875","22.483123779296875","22.483123779296875"
"47100","22.5374813079834","22.5374813079834","22.5374813079834"
"47200","22.321592330932617","22.321592330932617","22.321592330932617"
"47300","22.59170913696289","22.59170913696289","22.59170913696289"
"47400","22.47308349609375","22.47308349609375","22.47308349609375"
"47500","22.3922119140625","22.3922119140625","22.3922119140625"
"47600","22.3847713470459","22.3847713470459","22.3847713470459"
"47700","22.510887145996094","22.510887145996094","22.510887145996094"
