"Step","L2W256-3m-rr-ICL - icl-loss","L2W256-3m-rr-ICL - icl-loss__MIN","L2W256-3m-rr-ICL - icl-loss__MAX"
"13000","-0.1620419396752922","-0.1620419396752922","-0.1620419396752922"
"13100","-0.15521752038609113","-0.15521752038609113","-0.15521752038609113"
"13200","-0.14540012982041933","-0.14540012982041933","-0.14540012982041933"
"13300","-0.15738388207109072","-0.15738388207109072","-0.15738388207109072"
"13400","-0.1754149042336991","-0.1754149042336991","-0.1754149042336991"
"13500","-0.17172858888934953","-0.17172858888934953","-0.17172858888934953"
"13600","-0.15475552095323616","-0.15475552095323616","-0.15475552095323616"
"13700","-0.17207756332767613","-0.17207756332767613","-0.17207756332767613"
"13800","-0.16974655276323278","-0.16974655276323278","-0.16974655276323278"
"13900","-0.17005978718086875","-0.17005978718086875","-0.17005978718086875"
"14000","-0.1779672144664675","-0.1779672144664675","-0.1779672144664675"
"14100","-0.18297951102109422","-0.18297951102109422","-0.18297951102109422"
"14200","-0.18637851635811503","-0.18637851635811503","-0.18637851635811503"
"14300","-0.19218542077780065","-0.19218542077780065","-0.19218542077780065"
"14400","-0.18335355492251176","-0.18335355492251176","-0.18335355492251176"
"14500","-0.188459002927443","-0.188459002927443","-0.188459002927443"
"14600","-0.19132919637175513","-0.19132919637175513","-0.19132919637175513"
"14700","-0.197154706944936","-0.197154706944936","-0.197154706944936"
"14800","-0.18269944795129914","-0.18269944795129914","-0.18269944795129914"
"14900","-0.1935535087278953","-0.1935535087278953","-0.1935535087278953"
"15000","-0.18897739962682736","-0.18897739962682736","-0.18897739962682736"
"15100","-0.19917504675456119","-0.19917504675456119","-0.19917504675456119"
"15200","-0.19243781823015627","-0.19243781823015627","-0.19243781823015627"
"15300","-0.1944461632865321","-0.1944461632865321","-0.1944461632865321"
"15400","-0.19096877607338508","-0.19096877607338508","-0.19096877607338508"
"15500","-0.2048628873966533","-0.2048628873966533","-0.2048628873966533"
"15600","-0.20685938114878274","-0.20685938114878274","-0.20685938114878274"
"15700","-0.1958913629959776","-0.1958913629959776","-0.1958913629959776"
"15800","-0.20603118322983072","-0.20603118322983072","-0.20603118322983072"
"15900","-0.1999862430564258","-0.1999862430564258","-0.1999862430564258"
"16000","-0.1986920172705491","-0.1986920172705491","-0.1986920172705491"
"16100","-0.19377975536070588","-0.19377975536070588","-0.19377975536070588"
"16200","-0.19829515083169172","-0.19829515083169172","-0.19829515083169172"
"16300","-0.1982835877516361","-0.1982835877516361","-0.1982835877516361"
"16400","-0.1917404548641483","-0.1917404548641483","-0.1917404548641483"
"16500","-0.20817405633784933","-0.20817405633784933","-0.20817405633784933"
"16600","-0.19858585579875668","-0.19858585579875668","-0.19858585579875668"
"16700","-0.17649383833735482","-0.17649383833735482","-0.17649383833735482"
"16800","-0.21247054163104082","-0.21247054163104082","-0.21247054163104082"
"16900","-0.20506676578403846","-0.20506676578403846","-0.20506676578403846"
"17000","-0.21046699220671494","-0.21046699220671494","-0.21046699220671494"
"17100","-0.2030833359849173","-0.2030833359849173","-0.2030833359849173"
"17200","-0.192156110322667","-0.192156110322667","-0.192156110322667"
"17300","-0.20362292128823448","-0.20362292128823448","-0.20362292128823448"
"17400","-0.210383180340082","-0.210383180340082","-0.210383180340082"
"17500","-0.21054374604348935","-0.21054374604348935","-0.21054374604348935"
"17600","-0.1976379497236905","-0.1976379497236905","-0.1976379497236905"
"17700","-0.2209235110742642","-0.2209235110742642","-0.2209235110742642"
"17800","-0.20638752514116548","-0.20638752514116548","-0.20638752514116548"
"17900","-0.20865320849919644","-0.20865320849919644","-0.20865320849919644"
"18000","-0.19539152942275528","-0.19539152942275528","-0.19539152942275528"
"18100","-0.20993133189504315","-0.20993133189504315","-0.20993133189504315"
"18200","-0.19759046294633184","-0.19759046294633184","-0.19759046294633184"
"18300","-0.20900041277535325","-0.20900041277535325","-0.20900041277535325"
"18400","-0.19896532239666387","-0.19896532239666387","-0.19896532239666387"
"18500","-0.19373488669342398","-0.19373488669342398","-0.19373488669342398"
"18600","-0.21084784098402384","-0.21084784098402384","-0.21084784098402384"
"18700","-0.20661935014984073","-0.20661935014984073","-0.20661935014984073"
"18800","-0.2132643893711057","-0.2132643893711057","-0.2132643893711057"
"18900","-0.2050986898549555","-0.2050986898549555","-0.2050986898549555"
"19000","-0.21045131205923034","-0.21045131205923034","-0.21045131205923034"
"19100","-0.21046259907179032","-0.21046259907179032","-0.21046259907179032"
"19200","-0.20674299398075666","-0.20674299398075666","-0.20674299398075666"
"19300","-0.2033304465273844","-0.2033304465273844","-0.2033304465273844"
"19400","-0.2081150654956643","-0.2081150654956643","-0.2081150654956643"
"19500","-0.20744036139899633","-0.20744036139899633","-0.20744036139899633"
"19600","-0.21473035463149232","-0.21473035463149232","-0.21473035463149232"
"19700","-0.22800451443428163","-0.22800451443428163","-0.22800451443428163"
"19800","-0.2118412395490262","-0.2118412395490262","-0.2118412395490262"
"19900","-0.20380887186571459","-0.20380887186571459","-0.20380887186571459"
"20000","-0.21866962140511229","-0.21866962140511229","-0.21866962140511229"
"20100","-0.20629763831608963","-0.20629763831608963","-0.20629763831608963"
"20200","-0.20517741130809997","-0.20517741130809997","-0.20517741130809997"
"20300","-0.1955589700688243","-0.1955589700688243","-0.1955589700688243"
"20400","-0.2030829312038068","-0.2030829312038068","-0.2030829312038068"
"20500","-0.19916078164639373","-0.19916078164639373","-0.19916078164639373"
"20600","-0.2163445151633179","-0.2163445151633179","-0.2163445151633179"
"20700","-0.22075272011668484","-0.22075272011668484","-0.22075272011668484"
"20800","-0.21205308359249855","-0.21205308359249855","-0.21205308359249855"
"20900","-0.21617023899175034","-0.21617023899175034","-0.21617023899175034"
"21000","-0.20101678901903414","-0.20101678901903414","-0.20101678901903414"
"21100","-0.18895727734925277","-0.18895727734925277","-0.18895727734925277"
"21200","-0.20828845835439355","-0.20828845835439355","-0.20828845835439355"
"21300","-0.219405878901629","-0.219405878901629","-0.219405878901629"
"21400","-0.19914117444430943","-0.19914117444430943","-0.19914117444430943"
"21500","-0.21347945434938106","-0.21347945434938106","-0.21347945434938106"
"21600","-0.21858467454521263","-0.21858467454521263","-0.21858467454521263"
"21700","-0.21327217577119692","-0.21327217577119692","-0.21327217577119692"
"21800","-0.2029748597310117","-0.2029748597310117","-0.2029748597310117"
"21900","-0.20597180447855457","-0.20597180447855457","-0.20597180447855457"
"22000","-0.20026570175427882","-0.20026570175427882","-0.20026570175427882"
"22100","-0.21077926550866352","-0.21077926550866352","-0.21077926550866352"
"22200","-0.2154337537598109","-0.2154337537598109","-0.2154337537598109"
"22300","-0.22008947646809449","-0.22008947646809449","-0.22008947646809449"
"22400","-0.21741025800021235","-0.21741025800021235","-0.21741025800021235"
"22500","-0.19747624946907807","-0.19747624946907807","-0.19747624946907807"
"22600","-0.21073098220990233","-0.21073098220990233","-0.21073098220990233"
"22700","-0.22227044165944876","-0.22227044165944876","-0.22227044165944876"
"22800","-0.2050924591434606","-0.2050924591434606","-0.2050924591434606"
"22900","-0.21649977443244756","-0.21649977443244756","-0.21649977443244756"
"23000","-0.19819749388912847","-0.19819749388912847","-0.19819749388912847"
"23100","-0.2014199255128726","-0.2014199255128726","-0.2014199255128726"
"23200","-0.221617788407947","-0.221617788407947","-0.221617788407947"
"23300","-0.20885361125059565","-0.20885361125059565","-0.20885361125059565"
"23400","-0.20431723347111008","-0.20431723347111008","-0.20431723347111008"
"23500","-0.21437632050296138","-0.21437632050296138","-0.21437632050296138"
"23600","-0.205126145272084","-0.205126145272084","-0.205126145272084"
"23700","-0.20619013054556545","-0.20619013054556545","-0.20619013054556545"
"23800","-0.21037346448827585","-0.21037346448827585","-0.21037346448827585"
"23900","-0.20292728579383257","-0.20292728579383257","-0.20292728579383257"
"24000","-0.20912425015559155","-0.20912425015559155","-0.20912425015559155"
"24100","-0.2105643313806343","-0.2105643313806343","-0.2105643313806343"
"24200","-0.20104424988825625","-0.20104424988825625","-0.20104424988825625"
"24300","-0.20731870868739447","-0.20731870868739447","-0.20731870868739447"
"24400","-0.20692361218967603","-0.20692361218967603","-0.20692361218967603"
"24500","-0.21063152872882462","-0.21063152872882462","-0.21063152872882462"
"24600","-0.21185649060200998","-0.21185649060200998","-0.21185649060200998"
"24700","-0.2038435289827354","-0.2038435289827354","-0.2038435289827354"
"24800","-0.21426708132433803","-0.21426708132433803","-0.21426708132433803"
"24900","-0.21382458705100493","-0.21382458705100493","-0.21382458705100493"
"25000","-0.20366105765141132","-0.20366105765141132","-0.20366105765141132"
"25100","-0.20598965816945758","-0.20598965816945758","-0.20598965816945758"
"25200","-0.21371523662020162","-0.21371523662020162","-0.21371523662020162"
"25300","-0.21832428889162608","-0.21832428889162608","-0.21832428889162608"
"25400","-0.21366433417988648","-0.21366433417988648","-0.21366433417988648"
"25500","-0.21050172314803003","-0.21050172314803003","-0.21050172314803003"
"25600","-0.2242805272598644","-0.2242805272598644","-0.2242805272598644"
"25700","-0.21052099814079012","-0.21052099814079012","-0.21052099814079012"
"25800","-0.22149472006761248","-0.22149472006761248","-0.22149472006761248"
"25900","-0.22232740093367945","-0.22232740093367945","-0.22232740093367945"
"26000","-0.1962443189361629","-0.1962443189361629","-0.1962443189361629"
"26100","-0.2152322558006928","-0.2152322558006928","-0.2152322558006928"
"26200","-0.2017116666724272","-0.2017116666724272","-0.2017116666724272"
"26300","-0.22151197093378922","-0.22151197093378922","-0.22151197093378922"
"26400","-0.20178519596422853","-0.20178519596422853","-0.20178519596422853"
"26500","-0.20359842429497038","-0.20359842429497038","-0.20359842429497038"
"26600","-0.20535296540619857","-0.20535296540619857","-0.20535296540619857"
"26700","-0.197859912558156","-0.197859912558156","-0.197859912558156"
"26800","-0.21444438642860195","-0.21444438642860195","-0.21444438642860195"
"26900","-0.21192980291522182","-0.21192980291522182","-0.21192980291522182"
"27000","-0.21194350969953502","-0.21194350969953502","-0.21194350969953502"
"27100","-0.2234124948716134","-0.2234124948716134","-0.2234124948716134"
"27200","-0.21440320823926418","-0.21440320823926418","-0.21440320823926418"
"27300","-0.20330742911443722","-0.20330742911443722","-0.20330742911443722"
"27400","-0.20729785140866255","-0.20729785140866255","-0.20729785140866255"
"27500","-0.21246099169970442","-0.21246099169970442","-0.21246099169970442"
"27600","-0.20384796160850005","-0.20384796160850005","-0.20384796160850005"
"27700","-0.21817280998630784","-0.21817280998630784","-0.21817280998630784"
"27800","-0.21098590670763637","-0.21098590670763637","-0.21098590670763637"
"27900","-0.20263939049688937","-0.20263939049688937","-0.20263939049688937"
"28000","-0.21060109226901097","-0.21060109226901097","-0.21060109226901097"
"28100","-0.20117965071693486","-0.20117965071693486","-0.20117965071693486"
"28200","-0.21036415437538042","-0.21036415437538042","-0.21036415437538042"
"28300","-0.2119156079475016","-0.2119156079475016","-0.2119156079475016"
"28400","-0.2158983464736137","-0.2158983464736137","-0.2158983464736137"
"28500","-0.21448265076862424","-0.21448265076862424","-0.21448265076862424"
"28600","-0.20128111211566901","-0.20128111211566901","-0.20128111211566901"
"28700","-0.212487599168926","-0.212487599168926","-0.212487599168926"
"28800","-0.20649614727541307","-0.20649614727541307","-0.20649614727541307"
"28900","-0.2097740166708919","-0.2097740166708919","-0.2097740166708919"
"29000","-0.2022893103887183","-0.2022893103887183","-0.2022893103887183"
"29100","-0.20980182080097928","-0.20980182080097928","-0.20980182080097928"
"29200","-0.1895819349842991","-0.1895819349842991","-0.1895819349842991"
"29300","-0.2106282715449669","-0.2106282715449669","-0.2106282715449669"
"29400","-0.1970180969303117","-0.1970180969303117","-0.1970180969303117"
"29500","-0.20089642720110484","-0.20089642720110484","-0.20089642720110484"
"29600","-0.20803614039945661","-0.20803614039945661","-0.20803614039945661"
"29700","-0.20711551549555493","-0.20711551549555493","-0.20711551549555493"
"29800","-0.20594945885194985","-0.20594945885194985","-0.20594945885194985"
"29900","-0.20622679919041279","-0.20622679919041279","-0.20622679919041279"
"30000","-0.21137194167845624","-0.21137194167845624","-0.21137194167845624"
"30100","-0.20437405865330927","-0.20437405865330927","-0.20437405865330927"
"30200","-0.20411994998033617","-0.20411994998033617","-0.20411994998033617"
"30300","-0.1723747985029987","-0.1723747985029987","-0.1723747985029987"
"30400","-0.2084598603885165","-0.2084598603885165","-0.2084598603885165"
"30500","-0.19970941985640744","-0.19970941985640744","-0.19970941985640744"
"30600","-0.21847014270989945","-0.21847014270989945","-0.21847014270989945"
"30700","-0.20385252670540355","-0.20385252670540355","-0.20385252670540355"
"30800","-0.21329224470666666","-0.21329224470666666","-0.21329224470666666"
"30900","-0.1535529783835959","-0.1535529783835959","-0.1535529783835959"
"31000","-0.20468281358664644","-0.20468281358664644","-0.20468281358664644"
"31100","-0.21856248312444415","-0.21856248312444415","-0.21856248312444415"
"31200","-0.20754693339870062","-0.20754693339870062","-0.20754693339870062"
"31300","-0.20089593982814416","-0.20089593982814416","-0.20089593982814416"
"31400","-0.20613712705994125","-0.20613712705994125","-0.20613712705994125"
"31500","-0.199926269363856","-0.199926269363856","-0.199926269363856"
"31600","-0.20694711704926083","-0.20694711704926083","-0.20694711704926083"
"31700","-0.21765979752405024","-0.21765979752405024","-0.21765979752405024"
"31800","-0.19649281954146433","-0.19649281954146433","-0.19649281954146433"
"31900","-0.20459539258141157","-0.20459539258141157","-0.20459539258141157"
"32000","-0.2151790586920692","-0.2151790586920692","-0.2151790586920692"
"32100","-0.21228204824131705","-0.21228204824131705","-0.21228204824131705"
"32200","-0.1832118340858865","-0.1832118340858865","-0.1832118340858865"
"32300","-0.2116810929200558","-0.2116810929200558","-0.2116810929200558"
"32400","-0.22039122244041548","-0.22039122244041548","-0.22039122244041548"
"32500","-0.1886117549702912","-0.1886117549702912","-0.1886117549702912"
"32600","-0.21529240432864213","-0.21529240432864213","-0.21529240432864213"
"32700","-0.21083433813748165","-0.21083433813748165","-0.21083433813748165"
"32800","-0.1919491242419362","-0.1919491242419362","-0.1919491242419362"
"32900","-0.20948728355400642","-0.20948728355400642","-0.20948728355400642"
"33000","-0.21126478726253817","-0.21126478726253817","-0.21126478726253817"
"33100","-0.21578000134089673","-0.21578000134089673","-0.21578000134089673"
"33200","-0.21902244686343614","-0.21902244686343614","-0.21902244686343614"
"33300","-0.20337343134897748","-0.20337343134897748","-0.20337343134897748"
"33400","-0.21526427528324762","-0.21526427528324762","-0.21526427528324762"
"33500","-0.21147783783958632","-0.21147783783958632","-0.21147783783958632"
"33600","-0.20518499008657318","-0.20518499008657318","-0.20518499008657318"
"33700","-0.2097045625243405","-0.2097045625243405","-0.2097045625243405"
"33800","-0.2169165161100984","-0.2169165161100984","-0.2169165161100984"
"33900","-0.20976520520352904","-0.20976520520352904","-0.20976520520352904"
"34000","-0.2138775971675538","-0.2138775971675538","-0.2138775971675538"
"34100","-0.2144474510946144","-0.2144474510946144","-0.2144474510946144"
"34200","-0.21554775423703","-0.21554775423703","-0.21554775423703"
"34300","-0.2134432788979727","-0.2134432788979727","-0.2134432788979727"
"34400","-0.2007991033519891","-0.2007991033519891","-0.2007991033519891"
"34500","-0.20776518578877112","-0.20776518578877112","-0.20776518578877112"
"34600","-0.20253530804100084","-0.20253530804100084","-0.20253530804100084"
"34700","-0.2171766991520989","-0.2171766991520989","-0.2171766991520989"
"34800","-0.21251601069170994","-0.21251601069170994","-0.21251601069170994"
"34900","-0.21016513019321287","-0.21016513019321287","-0.21016513019321287"
"35000","-0.20231617255912282","-0.20231617255912282","-0.20231617255912282"
"35100","-0.20369485540059942","-0.20369485540059942","-0.20369485540059942"
"35200","-0.21953311787252816","-0.21953311787252816","-0.21953311787252816"
"35300","-0.223341531600292","-0.223341531600292","-0.223341531600292"
"35400","-0.20181759753539624","-0.20181759753539624","-0.20181759753539624"
"35500","-0.2116114029336182","-0.2116114029336182","-0.2116114029336182"
"35600","-0.21385115834484877","-0.21385115834484877","-0.21385115834484877"
"35700","-0.1860749707528481","-0.1860749707528481","-0.1860749707528481"
"35800","-0.1978332748077119","-0.1978332748077119","-0.1978332748077119"
"35900","-0.20848672484290615","-0.20848672484290615","-0.20848672484290615"
"36000","-0.21552271395000747","-0.21552271395000747","-0.21552271395000747"
"36100","-0.20490652389078412","-0.20490652389078412","-0.20490652389078412"
"36200","-0.22368689240572331","-0.22368689240572331","-0.22368689240572331"
"36300","-0.21041572536025266","-0.21041572536025266","-0.21041572536025266"
"36400","-0.2072034554811579","-0.2072034554811579","-0.2072034554811579"
"36500","-0.21344197982615976","-0.21344197982615976","-0.21344197982615976"
"36600","-0.22258799361946852","-0.22258799361946852","-0.22258799361946852"
"36700","-0.21911893956298734","-0.21911893956298734","-0.21911893956298734"
"36800","-0.18784828880071935","-0.18784828880071935","-0.18784828880071935"
"36900","-0.2122262486421281","-0.2122262486421281","-0.2122262486421281"
"37000","-0.21491144341502996","-0.21491144341502996","-0.21491144341502996"
"37100","-0.20600499402459974","-0.20600499402459974","-0.20600499402459974"
"37200","-0.21317457806489376","-0.21317457806489376","-0.21317457806489376"
"37300","-0.2246162469219071","-0.2246162469219071","-0.2246162469219071"
"37400","-0.20626911274140197","-0.20626911274140197","-0.20626911274140197"
"37500","-0.21109487143965674","-0.21109487143965674","-0.21109487143965674"
"37600","-0.2277766799897287","-0.2277766799897287","-0.2277766799897287"
"37700","-0.20200181817831597","-0.20200181817831597","-0.20200181817831597"
"37800","-0.21369699988288549","-0.21369699988288549","-0.21369699988288549"
"37900","-0.22688167491566266","-0.22688167491566266","-0.22688167491566266"
"38000","-0.19909046791097879","-0.19909046791097879","-0.19909046791097879"
"38100","-0.2264515011213324","-0.2264515011213324","-0.2264515011213324"
"38200","-0.20307811457382882","-0.20307811457382882","-0.20307811457382882"
"38300","-0.21828715902913193","-0.21828715902913193","-0.21828715902913193"
"38400","-0.2303636488130567","-0.2303636488130567","-0.2303636488130567"
"38500","-0.20733548426362874","-0.20733548426362874","-0.20733548426362874"
"38600","-0.23031847306028727","-0.23031847306028727","-0.23031847306028727"
"38700","-0.22132967075399768","-0.22132967075399768","-0.22132967075399768"
"38800","-0.22077628207589847","-0.22077628207589847","-0.22077628207589847"
"38900","-0.2046998537367737","-0.2046998537367737","-0.2046998537367737"
"39000","-0.20203285414739355","-0.20203285414739355","-0.20203285414739355"
"39100","-0.2090676199962536","-0.2090676199962536","-0.2090676199962536"
"39200","-0.18592967474269043","-0.18592967474269043","-0.18592967474269043"
"39300","-0.21790349395077663","-0.21790349395077663","-0.21790349395077663"
"39400","-0.219174849530233","-0.219174849530233","-0.219174849530233"
"39500","-0.21332963531185287","-0.21332963531185287","-0.21332963531185287"
"39600","-0.2218961938202602","-0.2218961938202602","-0.2218961938202602"
